Date,AAPL_bm,AMT_bm,AMZN_bm,BA_bm,BAC_bm,BHP_bm,COR_bm,CVX_bm,DUK_bm,DVA_bm,ECL_bm,GE_bm,GOOGL_bm,JPM_bm,KO_bm,LLY_bm,META_bm,MMM_bm,MSFT_bm,NEE_bm,NKE_bm,NVDA_bm,PEP_bm,PG_bm,PLD_bm,RIO_bm,SBUX_bm,SLB_bm,SO_bm,SPG_bm,VZ_bm,WFC_bm,XOM_bm
2019-01-30,36.79838409423828,145.45137939453124,81.80487480163575,340.7172134399414,24.09528684616089,33.96627902984619,71.43550910949708,89.01167755126953,68.7132453918457,55.50949974060059,142.3234100341797,51.55339298248291,53.9371753692627,87.6088924407959,40.157234001159665,106.81223487854004,144.2064971923828,154.7386589050293,98.69002990722656,38.55191879272461,73.77482948303222,35.98063173294067,94.07679557800293,81.02884559631347,55.106842613220216,30.493453979492188,58.2280876159668,36.240555953979495,37.352340126037596,128.27630729675292,43.64754753112793,41.784301376342775,54.87801952362061
2019-01-31,36.90047264099121,146.16865081787108,82.25387496948242,343.7202453613281,24.249589347839354,34.15605983734131,71.84815292358398,89.1688678741455,68.83719367980957,55.72949981689453,142.94956817626954,52.17466011047363,54.115200233459475,87.82369804382324,40.20815505981445,107.041548538208,145.75535430908204,155.11472244262694,98.84689750671387,38.65317173004151,74.14505081176758,36.07402143478394,94.22282218933105,81.28946456909179,55.63795795440674,30.76137533187866,58.3999361038208,36.5434175491333,37.54859237670898,128.91072578430175,43.63283100128174,41.88781604766846,55.01573028564453
2019-02-01,37.192003631591795,146.73667907714844,82.56875,347.43844146728514,24.417519283294677,34.39274597167969,72.32879981994628,89.55787544250488,68.96234893798828,55.995499801635745,143.77279052734374,52.8018159866333,54.34807529449463,88.1151279449463,40.295569801330565,107.48267822265625,147.45205459594726,155.7341178894043,99.1018669128418,38.74623622894287,74.55977478027344,36.281636238098145,94.39210739135743,81.62222709655762,56.20016174316406,31.04131097793579,58.695946311950685,36.844118690490724,37.715488052368165,129.44243698120118,43.59079723358154,42.007200050354,55.295755004882814
2019-02-04,37.467477798461914,147.2993591308594,82.7135498046875,350.8354949951172,24.562589263916017,34.533310127258304,72.80204391479492,89.91195220947266,69.06094436645508,56.1254997253418,144.36397705078124,53.384806060791014,54.50645027160645,88.26837577819825,40.366858673095706,107.7363956451416,149.01539611816406,156.09167861938477,99.28243141174316,38.80787239074707,74.90727005004882,36.442742347717285,94.50453300476075,81.89870910644531,56.71025981903076,31.266280364990234,58.876341819763184,37.082173347473145,37.87232971191406,129.97971115112304,43.5237377166748,42.07388610839844,55.4365348815918
2019-02-05,37.78201427459717,147.88476028442383,82.78679962158203,354.8228530883789,24.70414266586304,34.666019439697266,73.31183547973633,90.19854736328125,69.2013931274414,56.24949970245361,144.91026916503907,53.94129657745361,54.69632511138916,88.3988094329834,40.46488208770752,107.97353668212891,150.66914138793945,156.50353469848633,99.52697563171387,38.873050117492674,75.24529800415038,36.523977279663086,94.6496971130371,82.16535415649415,57.19189853668213,31.462715435028077,59.13591327667236,37.296897888183594,38.038018989562985,130.5307071685791,43.44678916931152,42.162957191467285,55.59265842437744
2019-02-06,38.063479804992674,148.2937370300293,82.74599952697754,358.251969909668,24.84569616317749,34.798865509033206,73.82486267089844,90.48077697753907,69.29717254638672,56.35399971008301,145.39607009887695,54.50367622375488,54.79012508392334,88.53526878356934,40.54041519165039,108.1084545135498,152.06566009521484,156.94153747558593,99.6800521850586,38.92351036071777,75.52840728759766,36.687315940856934,94.75609245300294,82.43829498291015,57.56757698059082,31.65314350128174,59.38735580444336,37.486996269226076,38.144992446899415,130.92633934020995,43.292941856384275,42.254153633117674,55.71617660522461
2019-02-07,38.274728775024414,148.84305267333986,82.63337440490723,361.33105926513673,24.954718494415282,34.903096771240236,74.26341285705567,90.67766227722169,69.48510704040527,56.50949974060059,145.86391830444336,54.96300201416015,54.850775146484374,88.62050094604493,40.6613525390625,108.12181015014649,153.17198638916017,157.24479751586915,99.72744369506836,39.018234443664554,75.80299530029296,36.74734306335449,94.99731330871582,82.74292335510253,57.96689949035645,31.816239166259766,59.64021606445313,37.582909393310544,38.29258403778076,131.38723030090333,43.15865840911865,42.284857749938965,55.80286922454834
2019-02-08,38.482512664794925,149.31395568847657,82.463374710083,363.9708770751953,25.067258167266846,35.01628246307373,74.6478370666504,90.84160194396972,69.68753013610839,56.557999801635745,146.31475219726562,55.21916446685791,54.909650039672854,88.66225662231446,40.76446762084961,108.29034271240235,154.3272605895996,157.4949691772461,99.82554664611817,39.10255641937256,76.08421249389649,36.7838056564331,95.20709228515625,83.06307373046874,58.33688488006592,31.979634857177736,59.90671615600586,37.63172950744629,38.40438327789307,131.78582954406738,43.0178144454956,42.299096298217776,55.908409690856935
2019-02-11,38.696596717834474,149.8303024291992,82.33947486877442,366.5497314453125,25.171884727478027,35.14881000518799,74.9753604888916,91.01665496826172,69.91128196716309,56.55399990081787,146.81237182617187,55.540103340148924,55.00377502441406,88.70401153564453,40.860793113708496,108.37460899353027,155.42559432983398,157.84488830566406,99.94165840148926,39.18333702087402,76.44591026306152,36.75428791046143,95.41428451538086,83.38166694641113,58.71694107055664,32.13792448043823,60.20476303100586,37.71597785949707,38.51015014648438,132.26600189208983,42.86462268829346,42.30818748474121,56.03126258850098
2019-02-12,38.95568962097168,150.32882995605468,82.39147491455078,369.5825622558594,25.27387351989746,35.29602317810058,75.3884666442871,91.29451751708984,70.17568016052246,56.623999977111815,147.4560173034668,55.85809803009033,55.19395008087158,88.77546997070313,40.96730327606201,108.59609451293946,156.40705261230468,158.42406539916993,100.17103576660156,39.31657085418701,76.85400505065918,36.76334114074707,95.69298248291015,83.77108650207519,59.078170204162596,32.299217796325685,60.50815200805664,37.85639553070068,38.63924217224121,132.77991752624513,42.725322532653806,42.35428123474121,56.20798892974854
2019-02-13,39.169452857971194,150.80329971313478,82.3050750732422,372.51721649169923,25.368389415740968,35.443952560424805,75.81175003051757,91.59024200439453,70.35476188659668,56.6814998626709,148.0524024963379,56.340979194641115,55.29925003051758,88.83616561889649,41.061507034301755,108.71397590637207,157.16225204467773,159.25984878540038,100.25634269714355,39.40653705596924,77.21002235412598,36.80067195892334,95.91396141052246,84.12197418212891,59.411375999450684,32.468320560455325,60.813968086242674,37.99526443481445,38.73696632385254,133.33003311157228,42.585636901855466,42.43124542236328,56.416147804260255
2019-02-14,39.36827049255371,151.3383575439453,82.15224990844726,375.42350616455076,25.365751647949217,35.60979118347168,76.23503379821777,91.90572738647461,70.4943733215332,56.72249984741211,148.58877410888672,56.653084945678714,55.398475074768065,88.83272247314453,41.00506992340088,108.92599639892578,157.98188247680665,159.93824310302733,100.32837982177735,39.494289588928225,77.54142227172852,36.87124137878418,96.09703216552734,84.46646194458008,59.73144760131836,32.63021450042724,61.14865303039551,38.142201614379886,38.83066883087158,133.80959701538086,42.467945671081544,42.43209667205811,56.626233673095705
2019-02-15,39.55149154663086,151.93712310791017,81.93907470703125,378.3861999511719,25.371027088165285,35.78565864562988,76.74310531616212,92.24669380187989,70.60648880004882,56.841499710083006,149.10671157836913,56.93280200958252,55.44974994659424,88.94593772888183,40.927839279174805,109.10943946838378,158.69113006591797,160.68610458374025,100.42790336608887,39.58890247344971,77.83731613159179,36.9409423828125,96.38520660400391,84.81240615844726,60.044074821472165,32.79511232376099,61.45451622009277,38.31935501098633,38.914699745178225,134.26007308959962,42.40350513458252,42.450806045532225,56.87337474822998
2019-02-19,39.729346466064456,152.5131690979004,81.76752471923828,380.9913803100586,25.36355390548706,35.97048072814941,77.08514175415038,92.49039268493652,70.73769836425781,56.92999973297119,149.71207580566406,57.24785213470459,55.49777488708496,88.97133522033691,40.80987205505371,109.39501838684082,159.30298080444337,161.24882736206055,100.44970359802247,39.691593170166016,78.03236923217773,36.93734645843506,96.6376277923584,85.1905632019043,60.33656044006348,32.981035232543945,61.71842250823975,38.377128219604494,39.00735454559326,134.64259414672853,42.339836311340335,42.44298400878906,57.10769519805908
