Date,AAPL_bu,AMT_bu,AMZN_bu,BA_bu,BAC_bu,BHP_bu,COR_bu,CVX_bu,DUK_bu,DVA_bu,ECL_bu,GE_bu,GOOGL_bu,JPM_bu,KO_bu,LLY_bu,META_bu,MMM_bu,MSFT_bu,NEE_bu,NKE_bu,NVDA_bu,PEP_bu,PG_bu,PLD_bu,RIO_bu,SBUX_bu,SLB_bu,SO_bu,SPG_bu,VZ_bu,WFC_bu,XOM_bu
2020-03-04,83.91703404824054,237.27358588436257,112.55283854266192,369.747000635512,34.27575770816719,42.06053137183454,94.31335354813885,98.40516156215791,88.71317339165319,88.96121646654431,208.53006911117228,85.7675620791726,79.62555974806835,130.88249322789682,54.398928760904056,143.15528181609542,225.1863565077726,139.83001109900812,188.76554631965683,64.80058077376405,103.13400222067632,77.50904815022145,134.25436173769964,119.10474322171144,91.9648257706552,39.242387568102856,86.11027723154085,35.356051183174834,61.169876073306035,117.55773009299979,49.01342611717093,46.26970731775339,53.50988436940388
2020-03-05,83.63071665096338,237.27424238072842,112.66731280239796,372.9365676673164,34.36035527135473,41.80183258281368,94.461604729627,98.12464999198107,88.85566219892326,88.9601479195002,208.05106062854748,85.94592047957993,79.89571754703162,131.1514799321612,54.36294910740364,142.38056808671254,225.6447835852225,139.3543346073846,188.70783558904142,64.93955274074054,103.01387731230113,77.36694017368474,134.14215085277587,118.72411328604467,91.99976565686465,38.99542392174301,86.33932389690585,35.284520150190104,61.10718645265324,118.01123110790526,48.90090447638683,46.50630230909848,53.308836354687884
2020-03-06,83.18827621371179,237.2553508364567,112.7901368076504,372.9874774354534,34.45439572501897,41.599370358949415,94.63068564928467,97.93183083560275,88.89474900077099,88.92073712829249,207.4284634092055,86.33109752655282,80.05043652407271,131.79686167753303,54.38798747118536,141.67051082896072,226.11216860298745,138.7227989271179,188.49331778882427,64.97355862547623,103.00818673118539,77.23317240483011,134.02488846731825,118.26025295164361,92.28815354528592,38.76853750232277,86.62076912949266,35.3952055417996,61.02546965757456,118.22987046005765,48.735078777399565,46.80260433133908,53.32081778220515
2020-03-09,83.36252542504644,237.82692138149127,113.27267987674888,377.7850661280775,34.97291015135179,42.37709567182075,95.0320173450373,99.49491656669784,88.9421206247005,89.2114074924621,207.64090119847427,87.65397535515552,80.60741132870365,134.35767235514163,54.79693087164783,140.78110090520167,227.61177095128764,138.89742984358497,189.31997296075963,65.02923795644168,103.43833501450591,77.40806150977767,134.4487216195459,118.10202510964771,93.68033124051664,39.05805286167441,87.31204771413047,36.447446096499256,61.16372462332344,120.4566469260748,48.491809738616894,47.668547361781414,53.98204531745275
2020-03-10,82.85385371376947,237.8307712582856,112.73097984798322,377.9681423132706,34.93748312874309,42.38930729980227,94.93082165618893,99.6462177489095,88.9557968587962,89.3354568128267,207.1217429134406,87.46621684009378,80.30209727890549,134.43248985810774,54.729017097600355,140.27599663586574,226.85186273691608,138.51108312540197,187.66104487252937,65.18096728313446,103.14011167386874,77.42189956214526,134.16418344283113,117.66317380761194,94.01818954179579,38.92333698453842,87.09402136848975,36.799636728654974,61.23203122349845,120.30666264625442,48.10379752984572,47.698509368503636,54.08530008752282
2020-03-11,82.46138970995342,237.28462495778555,112.17245669394859,383.00157129660965,34.83192422418071,42.42982968083577,94.72641510998771,99.48428249756527,89.41390650989332,88.83957262635614,206.7424571595394,87.43793435920867,80.17479030225296,134.44991275939043,54.75327059901768,139.8437509502708,227.325206060991,137.83515396692346,187.0053405993752,65.84056206201141,103.08226997152508,77.70893552989041,134.10651808861633,118.09130430814919,94.9731452995303,38.89027867457576,87.46163773286443,36.88128159294304,61.6965183893913,121.02015001856569,48.0539300521799,47.841435329212544,54.02185875260605
2020-03-12,82.40889784061297,238.2604625349009,112.25429054301445,389.7996474126718,34.78045731492208,42.70622311028844,94.68838811798882,99.61446448642081,91.75532176090161,89.73639844853821,208.96951602495378,87.42752709876387,80.46095116001514,134.79310763932162,55.482175961411684,140.0071596941155,229.0274925528316,138.57826489292242,187.89892962896354,68.11280740945817,103.78388011568322,79.05103191436221,136.41017308157353,120.13225400194906,95.85010146959968,38.99611484801448,88.26408472426144,36.945728957215465,62.98282681348261,124.07843978241424,48.59397339061788,48.503378354489584,54.16135053284383
2020-03-13,81.40186178613945,236.46920172628316,111.28007375100381,389.1515170992542,34.19668414889551,42.30507235916491,94.24103322522834,98.56344576224696,92.10362008780272,89.10012225857348,207.98275291341923,86.42382327399298,79.73386098093879,132.96788345390001,55.5409302475525,139.72789450311288,227.158023259765,137.99022825740943,186.16438749536195,68.64191306948157,103.46025925155382,79.1909493523039,135.8113753428983,119.68965702126597,95.33528680655749,38.563696941364796,87.32288296608597,36.481781817015616,63.28177822163283,124.57331581847133,48.45635247530996,48.16013631488731,53.81912084116618
2020-03-16,81.08879134923136,239.28507086444708,110.68699806884665,391.8979023900358,33.78291348903167,42.002691480792,94.06214634019885,98.6681614929744,93.46712262087212,88.7654233008486,208.1016846956334,85.99234522215394,79.5885250406084,132.014570267983,55.817863423877355,139.45095414417176,227.5331533625934,138.30200143711525,186.08284864873704,69.61501179366013,104.03849560145939,80.35693031839185,136.80062882333746,119.35777035048724,96.00515676576575,38.30888732985109,87.59500962205149,35.977004035325514,64.26460366321922,127.61929120289813,48.64800479252993,48.063850609856,53.60134156798858
2020-03-17,80.35256526697346,237.8197664227458,109.0321425769187,391.0534789674663,33.14836658390931,41.24026234186637,93.53830402147585,97.9087079454878,93.00826981040939,88.03837427690506,206.99609451872703,84.63386024270719,78.6973558613195,130.2158040729234,55.63222341740096,139.78080062074312,225.189019288077,137.88263537806927,183.36900623428022,69.31560674859111,103.53714979585178,79.8549005146333,135.8120619045222,118.7600803444958,95.14413024287117,37.83538396106206,87.17210067831334,35.35679482411606,63.72991561938057,129.79251622209608,48.49338725720363,47.4948110564691,52.883437043212126
2020-03-18,79.24580228560757,237.51658148332248,106.84590499953417,389.39870234577984,32.348388791298326,40.593117745731405,92.71174064965193,98.65126972774065,93.0503262488116,87.15385782251822,206.50848401974994,83.22437369096264,77.55437650652901,128.39981270106279,55.499261822903925,140.1062757747085,221.99152961535708,136.82729462886994,180.39812008600364,69.34993044593736,102.61650405509069,78.47782560980448,135.03516839057363,117.99789586501976,94.29101902943925,37.546924958428505,86.3894803306103,34.52620992299338,63.215487555861735,132.51188669579935,48.272351978093496,46.81707656981514,52.132620732934214
2020-03-19,78.04755054826248,237.77499257654685,104.54246104032926,384.20640016199985,31.282811902316062,39.736546954169164,91.4445513952463,97.99971844826024,93.25678395791338,86.57858822877658,205.34432132969908,81.39398447377212,76.02317304150063,125.65399632228247,55.53551097904348,139.48424114407183,217.625343309749,135.60812809978293,177.08993387913438,69.17500926497478,100.85458721601992,76.6697330617974,134.34215660791168,116.99882989283446,93.20603270801804,37.10339538601983,84.83942964950498,33.29364110810877,62.74824547651815,131.64678858155793,48.05470436748742,45.836868145160764,50.971375869237406
2020-03-20,77.45450257269192,239.41441267154812,102.65161652428772,376.4419717405118,30.20860114122958,38.76405565941549,90.04661912053272,96.41939070229161,93.772079467974,86.8904380009217,205.85714387993158,79.324673603434,74.7596450299134,122.63349516502208,55.69793424055429,139.6478937161045,213.5695509394481,135.77088394194377,174.962544123959,69.17098400720079,99.37068025217351,75.50722790258602,135.0239361779208,116.63413245414786,91.64159298211189,36.530443179759075,83.43471531158664,31.834930471838767,62.66546420993834,130.16005167339097,47.89163711593946,44.65946027097571,49.74128621458222
2020-03-23,77.39896585236737,242.8699259433937,101.82879245498424,366.4742490751091,29.422840760105125,38.00103023344544,89.91065957362312,95.42841791757468,94.22733455826022,86.82378015942803,208.87292140932843,77.46694402765243,73.95131488732744,119.99156810787471,55.7690565280729,140.444527313313,210.80728810901581,137.03371460742238,173.90293952509123,69.26651623515374,98.77477913587498,74.8902326142763,135.0969241716569,117.17089378090634,90.14302793603308,36.30391997771703,82.30395789179988,30.714172063462527,62.792481651381046,127.4936265606008,47.83498126611091,43.54720529451011,48.775627952682115
2020-03-24,76.94861061531022,242.72448608049754,101.56120946426293,354.8972463192382,28.577055870918088,37.19953359159069,88.9990657783755,93.55951665584628,93.62455671475618,86.43748654360353,207.51964413739066,75.43171255657629,72.97463199195975,117.20123448482826,55.394774232100126,140.63920407795365,207.5935134280124,136.7550297033254,172.328716846612,68.61822335375209,97.51097786057076,74.58963216720389,134.00516882705486,116.77666742489428,88.66396139810271,35.868223418346645,80.86162482507103,29.583260373825645,62.115206118646206,124.31490572045418,47.8228499547745,42.19345593770669,47.647807463090736
2020-03-25,76.24020442268854,241.50578613464862,100.89700775698772,340.214036069093,27.67900636522235,36.394133397248694,88.15372243690693,91.71772708148471,92.57746738845705,85.81522026692573,205.86089015387495,73.46872097498988,71.84222821117044,113.76600793350676,54.66896201239808,140.90063944958123,203.90312664237226,136.22268246549618,170.17344673688598,67.82320404254901,96.25477914196748,74.02988919078874,132.55891399201442,116.54799563096292,87.04404503919243,35.571381670667606,79.51976589731069,28.458328429435625,61.305597938114474,120.44413250379279,47.71304990999632,40.817864571437156,46.48561047210271
2020-03-26,76.03857780374321,240.8198378679765,101.34758018658233,327.9233140963265,26.977329244090843,35.78694053333756,87.96751834975744,90.28643270346792,91.74264213644857,85.36281738941814,204.90961559541697,72.01249549358484,71.2123615082185,111.07209260870363,54.097285592929076,141.06409340693259,201.23523994094202,135.36048225298342,169.9928879436735,67.36145903916312,95.80158333266618,74.14384280521439,131.51480994068618,116.43067706598424,86.20219107826739,35.601268563284066,78.61332458552954,27.455048438015474,60.78211306660012,116.89349627386716,47.64067541125866,39.583455893702535,45.6796469715993
2020-03-27,75.81820772086726,240.45426699804682,101.41829988450134,316.35991735035043,26.2997909253083,35.27370608974751,87.89823335797573,88.74080381347254,91.18144193348166,85.06667233130587,204.1781005258963,69.69361692504565,70.30441103373926,108.9494671169068,53.66018252102303,141.11473326919867,197.62562122697338,134.53049096290138,169.0130424247978,66.97113042470455,95.08256563380573,73.60268285385187,130.90242581304707,116.31756682648039,85.75613207084638,35.52806834809294,77.44794958034447,26.277711826129032,60.51398574946586,113.27230349559352,47.60897092304058,38.51652782777626,44.51120006318605
2020-03-30,74.56508137813707,239.38498451270493,101.50376390260513,300.0543187921834,25.302698333216053,34.62460123876444,88.02072809693661,86.4971539869008,90.0352795239051,84.18107699643323,202.00245043968206,66.54948732851165,68.68133856932158,105.35808664016992,52.78587062974259,141.5194363721634,192.6743676761752,133.07511817793414,166.7130787316018,66.26731094654778,93.98007423962116,73.14943919898786,129.7080295840147,115.83522198773723,85.08570349994405,35.37699070329554,75.38341807442379,24.72466231716176,59.926128879152884,108.36352937797119,47.3252437292552,36.95526118655945,42.661435662724614
2020-03-31,73.65986084964638,237.2647158279626,101.76949091666646,283.483278072905,24.54982755689232,33.94406585006688,88.32932372888159,84.3977371629644,88.87342761189142,84.02135176816006,199.14677132888667,63.4988111137657,67.48161557252124,102.26502075795834,51.776939932222994,141.96837577473795,189.8925636940303,132.53701907845448,165.73508189778346,65.54061530018716,92.86920123986823,73.06630154965926,128.50926715298615,115.24787963513073,83.89560594838207,35.281232141686786,73.83934436994093,23.121507650392225,59.133657864073285,103.5118235930339,47.183676517103805,35.564779869793924,41.108101199845905
2020-04-01,71.8035941081919,233.19953031070816,101.26550462423845,263.33322135507103,23.47474466655386,32.728901925902605,87.73194154255789,81.10838507450269,86.43515587693123,82.66473264195837,193.838755592121,59.47241120041346,65.35696234715765,97.77569143455285,49.98960805275517,141.56611101029142,184.70800533050473,130.56678745543164,162.79798570651792,63.59228888825881,90.772932055013,71.51287277102061,125.81481583440622,113.47896127762637,80.86425057070912,34.672288047426534,71.7437527294649,21.066273170473966,57.51366053876467,97.83544729689817,46.61626270616884,33.6495985524344,38.94841048398144
2020-04-02,70.27453419936147,229.8971312347511,101.23272912891602,246.21355871467972,22.56825642003478,31.817448346306893,87.46933785113511,77.9110524022105,83.96859078434278,81.50570299685813,188.69808095637921,56.43041527258334,63.88849287531833,93.94625593472,48.4227157382839,141.84540149904473,180.5750830356729,128.97355012652113,160.9034107519596,61.787098146828896,89.26054020266002,70.7744693957508,123.76625197804432,112.43571732696176,78.72256823431499,34.5490783679189,70.24957212286684,18.807859975025195,55.64018566178789,91.88438099226158,46.33299166026124,32.036708164151364,37.156433110552236
2020-04-03,68.74421662832333,226.54639151404933,101.26111593897359,224.6060770451321,21.800173581911576,30.966254705408055,87.25884407769783,74.59511978618,81.30383917530425,80.25816734488157,183.9312542353691,54.15189234111614,62.4256127967261,91.11982972541982,46.96093921225627,141.61196725207373,176.87252137955065,126.5029194910762,159.74937478393758,59.92050712118615,87.98393763263816,70.04529818792275,121.73698223653457,111.3793201161463,77.11602368360856,34.423402960250286,68.68097077246235,16.491424389747433,53.569802083834254,84.67078273200036,46.02451886346307,30.64889264804443,35.593151483971596
2020-04-06,68.61777778165487,227.01965453078375,102.14267718150244,210.92020047105188,21.760553932577803,31.36746469547162,87.48708232823046,74.55764971515883,79.44332916739228,79.61308232050585,180.89979602476723,53.484641498242794,62.14113603936701,90.9066893799424,46.272023140219574,142.22359981529561,176.27177993738022,126.09410037700178,161.91604126058402,58.73991262827972,88.06196632192538,70.85142880704134,121.90282904155552,111.63123264864264,77.53347252487673,34.7609630984609,68.24643450413132,16.213609624506603,52.55306972102939,79.71092236477271,46.168567778909505,30.22625799239865,35.38822628032715
2020-04-07,67.2689520164396,224.43959612963803,102.9872976516085,192.35384167103106,21.520885402370592,31.467787247907815,87.61714448809825,73.907268664943,77.08879443841657,78.82850918767745,175.7277100727142,51.65199282687177,60.95490085598087,89.61307422170705,45.0430681855299,142.3181061040941,174.0500974819114,124.21615683259526,162.3924770703536,57.60828217797856,87.32189977076204,70.77433746435537,121.21549315963931,110.50568954269275,77.65502205370879,34.753308739380074,66.97620733915699,15.791615564910794,51.415495951265925,71.58342219890353,46.25176589468144,29.00551355563994,34.97865959589757
2020-04-08,66.75238805524742,227.53805521437982,104.137514843336,184.93509051112704,21.6605604323775,31.86442687191468,87.99335220711956,74.42676752233572,76.05760743156748,79.18695377676076,172.34453160290033,50.7711060589376,60.90844055327697,89.51652047830756,44.220918546530854,143.261591748381,174.974899893504,124.59502591443334,164.07065432449002,57.313163091483425,87.5292504592174,71.44964873188603,121.71713279241898,110.84673875927321,79.43377224693153,35.000861892650384,67.54364278514157,15.765273904859011,51.415495951265925,64.51309632136646,46.705217637487834,28.594125486057543,35.36430679085589
2020-04-09,67.32427943875078,234.00891120153597,104.22979071902807,184.56194826505345,22.244819006207592,32.12243201579934,88.35873766956426,75.46268146851587,77.47380460707612,79.4453707845455,174.97244863976925,50.73894252503993,61.46088336167962,91.64496467185762,44.5793726280358,144.3544693069983,177.47575175589827,126.11367608786945,165.57727477774372,58.11506902530362,88.72783709008522,72.01395775335581,123.32639388496322,110.9839422459618,82.26041476987609,35.38819435092377,68.93791750179142,16.009911403420876,52.369367023436304,61.80680489619465,47.21890966905529,29.388926611204003,36.04771065731079
2020-04-13,67.02339124474638,236.00309326132475,106.45280378744462,181.05237580309029,22.19570180199184,32.49338266675937,87.77270499626235,75.70095215712924,77.71394933248628,79.13930128962048,173.94871544506867,50.168814786039476,61.41747943023825,90.64913385862161,44.34419457653436,144.95355331445745,178.36403326758233,126.76590219486943,166.5827259256352,58.44307989864504,89.4417605980657,72.79669933213779,123.78014867648129,111.19607162132641,83.36536835204856,35.754915712585465,69.23493881747544,15.976945385538606,52.73994487910136,56.03993982122734,47.53544919138862,29.477294001747016,36.55952753219912
2020-04-14,68.70369665449743,240.59339337123072,109.21966585930383,181.62490622533898,22.462838621903266,32.76845016200488,88.34707270585741,77.04373334360739,79.09128229299384,79.71322180882817,176.48360994327606,50.14770841811449,62.5403112497758,91.2614977342737,44.82750632823452,146.90383954514093,180.53045946402383,128.42213211820427,168.96740773040713,58.88772380508719,90.11130993462415,73.45492138837439,125.9238092059241,112.44819977123981,84.75701605663077,36.131049499344726,70.20884217423834,16.067087991814365,53.19908175724068,56.352025032941626,48.0234747358439,29.560022271215306,36.97560460251725
2020-04-15,69.89436660676624,242.96666505624154,112.35312767418613,182.6152965474095,22.478656844856516,32.91675323888139,88.17171283711278,77.96100811641067,79.2988943395236,79.87852368684746,177.27117877783775,50.18908742632529,63.436379183312035,91.1042800584303,44.885569470418,148.13292195999395,182.26044926556548,129.15191649943964,171.25966373221513,59.18532648624696,90.47674952615306,74.28263506403883,126.88088688932844,112.94345672793261,85.79075512697507,36.291935705054314,70.8169441584581,16.0919594311167,53.13674178963881,56.54531816662718,48.30179067656615,29.49672873846078,37.158236364724324
2020-04-16,71.08456139653745,246.2513831979881,116.36426765193833,181.26939805833743,22.4892281603706,32.746681470154314,88.27013693420875,77.70491984995536,80.02330764006823,80.08849644146532,178.71108397786293,50.35754909490262,64.16364027069476,90.99280889088863,45.0941787751526,149.9981662167641,183.1497049315235,129.74332906758863,173.83653959886075,59.46623871356073,90.61321630867631,75.05316779849824,128.24288581453592,113.57524326211632,86.77688502719428,36.26723956742107,71.07118612349277,15.958060251029382,53.08767455228427,56.17606493917028,48.65895015291639,29.519123049676274,37.05217288576949
2020-04-17,71.91435674809624,249.5047431485341,119.2344335585299,180.1007109058874,22.653472781218873,32.78998251490781,88.64179732009865,78.25699930281452,81.04608664653381,80.83429983684901,180.92739272614944,50.29283999392618,65.04706565823035,91.43144781339521,45.456083088711814,152.6372267690823,184.84486963023895,130.46566773561847,176.37019744309194,59.927258989411115,91.30524541397637,75.67207789580542,129.75740056125736,115.24497902429894,87.43544480294385,36.23235576259085,72.3274656627005,16.010444654798718,53.4168593089868,56.187719842203265,49.11129864742087,29.52125497348839,37.39791887404439
2020-04-20,72.08672257421509,250.71395843199687,121.72968642960146,175.96140196306095,22.66622055145184,32.406928630834045,89.12591794963576,78.14739669669424,80.94286943282928,80.87847692341177,181.64559250779558,50.296529694167994,65.45531948093775,91.33604102272473,45.26430014373948,154.31024793304266,185.58814311249662,130.29771993029493,176.97022548157946,59.54453755499209,90.91193068271434,75.23388235838678,129.2992437555893,115.72111218441951,87.22231332623252,35.67837538638842,72.61895132712007,16.052904581866887,53.18858555233852,56.01603864396019,49.40912635141563,29.475468594429294,37.212234303721054
2020-04-21,71.60022238634082,247.96921268079632,123.28890339140611,172.47431000574755,22.34513378386383,31.715785114144545,88.09445004994028,76.25509436939505,79.51312874593171,80.34917976941132,178.3774020894062,50.0495552703037,65.26608288959537,90.36618199524487,44.66045413766541,153.99999677671795,184.5800431066448,128.1962878624612,175.51746850153205,58.00534940439632,87.94394608611917,73.9918546691453,127.9680653230144,115.07044226202427,86.58429729852526,34.47913463457255,71.8744362489962,15.982535060122302,52.10031464145057,55.933665947414525,49.35228464952813,29.31668674221511,36.535901438785885
2020-04-22,71.87113209561592,246.96675073763748,125.00005617227183,172.05168286657172,22.344730376887306,31.69459413787192,87.91960727542718,76.2584789570818,79.10870380383334,80.14711432403267,179.29732220981262,50.13342488101637,65.68148163222838,90.34217891852376,44.20974980470727,154.3066105816526,186.4478827059691,128.20434872112344,176.16262711783688,57.85915443712143,87.12672796795619,74.52278277870835,127.70239360047802,114.88316827228584,86.51473857045578,34.27961221368071,72.83182660444173,16.02058317556381,51.92228606610935,55.94176173733462,49.25581791537011,29.332324109874435,36.463221622615464
2020-04-23,72.00892454107189,245.64761498373485,126.61348171262357,170.43703590265636,22.345583872838144,31.718224314284313,86.44346677609006,76.64488111422794,78.74142905383802,80.07620577432172,179.94188897724501,49.82152410779843,66.01016953858334,90.31524327437886,43.981238239686675,154.23025228625167,188.1892101540859,128.01433364535956,175.9395916327994,57.42481877151629,87.12428162197106,74.76910475682101,126.64017920009931,113.9203050044181,86.27308010747124,34.252071029097564,73.2878810536961,16.202871059725698,51.74146421860902,55.47248262457592,48.90439882973873,29.345430125557073,36.685907792880684
2020-04-24,72.50077910565439,245.97700607817492,128.22492930537769,162.4170656745413,22.3069385953726,31.788019690659688,86.61081249488151,77.33808688398007,78.85464598630479,80.0880726600189,181.52705601049468,48.745129377093136,66.48295568566562,89.67452024373664,43.97457466040999,156.14288258393097,191.1810489327614,128.37432007348963,176.81653436037888,57.50355605420097,87.50682705455837,75.3491047385214,126.75326308265157,113.67134317392718,86.66792730761473,34.286592443456094,73.79224775712188,16.266906968473602,51.90439703913937,54.98966299406378,48.9757379102909,29.103348454223916,36.98383751852475
2020-04-27,72.8062517085921,246.3123766575213,129.07212394646433,159.1930845070198,22.447420124857654,31.759338253032123,86.74356953353218,77.70416671298536,78.9839781049975,80.74923022884107,184.17014887241845,48.177801324253565,66.66203406012852,89.98899807500953,43.90388855445112,157.219002063711,192.5528591561467,129.41535875094823,176.6405161087328,57.675185179452804,88.01681716941106,76.10716335044657,126.70977922690298,113.50018053478759,87.43507857688753,34.20768619047351,74.52612592086969,16.34055633871769,52.11547610357866,54.930695830179744,48.86869853431929,28.93364630358905,37.09914506869215
2020-04-28,73.00012111570595,246.5767300451376,129.50877798777577,157.62295344552368,22.628887810046102,31.8794827693581,86.91132927152086,78.19822277039341,79.22469390883573,81.08212524416082,188.76887327188507,47.046327135236915,66.69938286802855,90.2571894491941,43.952959904160316,157.7442150356037,193.51121263050067,131.3983482452565,176.8234905883702,57.47989610714253,88.35610731159036,76.61998695067903,127.17414454800873,113.55486115300789,87.86691139710167,34.23266863857925,75.36461417424792,16.358035425284296,52.123082131711215,55.52430535353847,48.917322618297014,28.830620485996544,37.34654676214838
2020-04-29,73.43834097478614,245.51545908292806,130.0562044982009,156.49896743106876,22.9450725025902,32.335686749283425,87.01057452185447,79.35732702831072,79.30812961459048,82.06751741351857,192.35765267588613,45.4783187627175,67.64528168171356,90.97409193122634,43.98710510032116,157.8263370910616,196.46058072476347,132.6448956293997,177.6553256049914,57.3936921026805,88.56760393968831,77.36246134009576,126.60469009661928,113.174957481505,88.27441516389959,34.53577367632425,75.66466227421466,16.740511400213457,52.22231575791726,56.90975420413831,48.82397637349322,28.95461779775382,38.055913883412074
2020-04-30,73.58614443677254,241.82136766761687,130.84582852005383,156.6565941644854,22.95260156689053,32.335865299131534,87.2492072462927,78.8999387589465,78.92417225679229,82.56188389304282,193.38329686410395,45.316215537214276,68.13559398001878,90.91173411742548,43.604041063276966,157.31787377307148,201.0244464851176,132.52563868641965,177.65963723678536,57.02686977009073,88.21347844130972,77.2030081431336,125.03899549579003,112.48818136369276,87.6275762879757,34.421324326279176,75.34870777844085,16.614903205027534,51.80714660229085,57.547333344814746,48.34352645162059,28.9805128309605,38.31581061831
2020-05-01,73.43276963572703,240.2075189866004,130.11749289730778,155.7808157923098,22.902356400620153,32.326523460686076,87.09299189176105,78.92908116185335,78.69281484841663,82.56291809863326,193.8362512080235,45.212432912956764,68.21559360029357,90.83362535758586,43.47036881883782,157.1967446851135,203.71865778525301,132.4158554685016,177.0061488511756,57.011447883037455,87.76035781780294,77.05664290348858,124.3107028814036,112.38183340454097,86.84378652882931,34.45778606943496,74.89966452375629,16.534224748918074,51.63325741421494,57.177199407463675,48.17433353771098,28.97483356666609,38.33879136813124
2020-05-04,72.86465553019794,238.45384273463398,128.93935586557083,155.03369753557914,22.70940242913324,32.199738016258785,86.27795668516558,78.82527864413545,77.75083157298525,81.39737023499715,192.83190580934564,45.29081054646116,67.79108922638814,90.28656545958962,43.31226108082132,156.56352104997384,205.52224716966367,131.44925368889716,175.94063679572042,56.735996882202265,86.66800443480899,76.37452475933051,123.45128336001537,112.31356772632346,84.95301192624015,34.461962540698025,73.67804794326031,16.50453850062199,50.895791235963735,56.84193985935543,47.79764072193028,28.916774487609786,38.394192419156454
2020-05-05,73.32669301398286,238.16172369903325,128.1224183118677,154.575071673411,22.659452795579785,32.206928833491325,86.27044751378355,79.41668596115193,77.59013024167909,81.47142155944408,193.0527744397783,44.866485793683246,68.27519466790378,90.24226789275687,43.31907597199633,156.3434835722868,208.5731000864933,131.23127065287102,176.8466362169355,56.77596827546944,86.64482379282362,76.5793565018616,123.43754925122141,112.31004451202071,84.22361781159081,34.549543268261914,73.21010550137008,16.532605015075692,50.88787105507957,56.854131359436465,47.75804979000322,28.94677329033142,38.49662996255979
