Date,AAPL_bl,AMT_bl,AMZN_bl,BA_bl,BAC_bl,BHP_bl,COR_bl,CVX_bl,DUK_bl,DVA_bl,ECL_bl,GE_bl,GOOGL_bl,JPM_bl,KO_bl,LLY_bl,META_bl,MMM_bl,MSFT_bl,NEE_bl,NKE_bl,NVDA_bl,PEP_bl,PG_bl,PLD_bl,RIO_bl,SBUX_bl,SLB_bl,SO_bl,SPG_bl,VZ_bl,WFC_bl,XOM_bl
2019-03-06,40.51266906321289,150.99370099018546,78.94572092832449,387.81591786740927,24.76802668894359,35.84679420711829,73.25225164869858,92.38661644393898,71.14480503284447,52.889403376292194,148.5344431412344,55.40406378041552,54.417734940382545,86.99922430307163,36.07262826833836,106.8219425547479,157.95380225347134,160.46994571144188,98.06777350247982,39.658206062689175,77.87791185908637,36.44564722539331,96.4577917576348,85.8704100918367,60.89239288030594,33.192236317003264,62.43093865488,37.22419366216145,38.93618221940628,131.46566611340225,40.9603220854172,41.32953796640003,56.76221928350202
2019-03-07,40.50684242750336,151.47893097248655,78.90291493947485,389.0737134874226,24.76442901949706,35.99950823507688,71.93404741205667,92.5098635194725,71.34593399883451,51.69811104973063,149.3586767372208,55.07637588209804,54.414913209489605,86.9353218298747,36.0494943370422,107.28677490168367,158.09493158849827,160.2646030656306,98.4765871040177,39.979287587018625,78.1872620172471,36.32410039963172,96.70709735752644,85.9489327338049,60.90178764781248,33.249976525768346,62.70758622620938,36.973925178026604,39.077357450236796,130.8214085388227,41.14456698633147,41.33919947928643,57.064540546738066
2019-03-08,40.57181889252599,151.80655973915086,78.94030485541212,391.1653842846491,24.851902735252057,36.2539371732017,70.86027270770121,92.77019104500178,71.36700645650296,50.5045732266865,150.48612870880518,55.019748070158,54.53811790809045,87.01275993423546,36.047824465742586,108.19299175395682,157.95126968633858,160.6923304431611,99.08946753797802,40.133551901099366,78.62425026468429,36.48797520989031,97.00729446597579,86.20113208457047,60.84425685825376,33.36313167659425,62.76345870219406,36.59892755126893,39.09983264783374,130.08885120885196,41.397355872667895,41.49441627280098,57.57680703440155
2019-03-11,40.49365867697747,151.73946537918212,79.27701026702944,390.0334660983379,24.958383065233885,36.51638167761128,70.24694200548745,93.0709518666797,71.33289970919716,49.651820737869514,151.66544537150847,55.32748046218521,54.558201087888655,87.38118241603829,36.21344108101546,108.74688587263664,157.5602975040758,161.73577111197477,99.63706278073185,40.21805939339526,79.19003409203222,36.65447423432802,97.33571673448733,86.39312225419785,60.84387190883518,33.50534767150158,62.75065365717412,36.55665987774427,39.10274432337288,129.6779516957049,41.561610704279786,41.79499356266459,58.15034602882904
2019-03-12,40.423987677822154,151.7503049504145,79.64402503985971,381.5588587288877,25.05165430711773,36.785754057704075,69.7838375661477,93.59788184104006,71.30146430177356,49.07352410422503,152.79205099307538,55.405697181334645,54.50470855884136,87.93935771980438,36.470096375674196,109.74412971177118,157.30067526426916,162.64176129385697,100.36165773042049,40.295936428798186,79.45108687962683,36.968260426814936,97.75443025997942,86.46378713554276,60.80709095436397,33.724016563252725,62.75865586633547,36.471945428327366,39.10063676648319,129.54905754696009,41.76924184665055,42.197333146877696,58.83082602292452
2019-03-13,40.33530350212809,151.86217143854043,79.57583857503963,374.4753010710021,25.093146523968187,37.02552032721874,69.5464925137531,93.79739735041076,71.27623241310674,48.85030567491152,153.33561368513895,55.61751549466502,54.35355118786103,88.1523856085117,36.878418646349516,110.54626544889638,157.00821367525904,162.73599347561822,100.7563706691995,40.394239615290815,79.51649311623827,36.756236597706305,98.05855894418086,86.28539522234989,60.690328224095424,33.91993047251575,62.81203027546262,36.39736963884814,39.12423964520044,129.443689880993,41.93506061972498,42.255551066933045,59.27467923105972
2019-03-14,40.25697742022568,151.945750068244,79.55903907940154,367.43882087434923,25.129402096797392,37.22063223399167,69.35221704566979,93.96002692924503,71.32795771635668,48.65592081609346,153.95276023302824,55.62839605505484,54.3175145166511,88.30362571140607,37.751898969854736,111.32516944182558,157.17192571699607,162.73052534890292,101.29861438696932,40.5518593442638,79.43374460456133,36.751611443997575,98.34902603164532,86.15024377452781,60.614419719836384,34.106681166512885,62.82111077955846,36.3096062761147,39.23386891259951,129.5157631391084,42.111744145484884,42.30095982125181,59.63181875604391
2019-03-15,40.132292550235654,151.83287909903302,79.52736485055723,362.68940148253773,25.277348118193302,37.376962305745835,69.28430326356813,94.17511275527033,71.52464511349436,48.49180617716826,154.99737563563738,55.799879642918675,54.33531586614926,88.54197318479397,37.75215574190938,111.82730392323847,157.33941790361536,162.87866924508924,101.81936979426072,40.76572336093124,79.4735286706209,36.5855962754005,99.2945897700458,85.95903336712584,60.575884169884375,34.366435671888574,62.818067762479664,36.142653610204356,39.356483765053014,129.35622348434612,42.41663995412072,42.46541373645567,60.09536800618591
2019-03-18,40.042596543638375,151.7051735122121,79.47566257552484,356.57362341627396,25.222786044875736,37.42246933441867,69.34726399646023,94.2376370124868,71.88340209404655,48.25441757368494,155.60051969926246,55.98301088886629,54.463508784527995,88.38136840448801,37.76815459609707,112.09932477461659,157.00757487621337,162.88451291267353,101.94530853369865,40.942271509911755,79.31756781931021,36.47308500283678,99.27569880746186,86.00550357804167,60.57621375609425,34.40624865912566,62.81993469705131,36.10306315581742,39.541667829986004,129.02588246869885,42.563328692943905,42.25843308960083,60.228832869963284
2019-03-19,40.08735083506565,151.64729908258298,79.23320938210757,351.44690826741896,25.213100166256655,37.44047143396838,69.55592404382477,94.44261377447137,72.1352716802906,48.29201917640579,155.6041067556285,56.155731927934255,54.52159720365853,88.30498180008394,37.83639518255845,112.4770110807578,156.89972388597894,162.87431215625801,102.27885527268847,41.084066709598424,79.3567662644222,36.16608986185551,99.1706300592879,85.91451400604895,60.57035747277513,34.45822853652738,62.840970903014274,36.104342988588805,39.73063326478305,128.5795683410944,42.72445724636368,42.209210768834794,60.332274748241225
2019-03-20,40.1003631572041,151.69923870014415,78.88319039503756,347.2891248615629,25.15285385749374,37.418175675566125,69.66560000898824,94.60563933161522,72.21548704407968,48.369190762629856,156.21562875654448,56.369565567174675,54.539241047045856,88.2752210911843,37.87544996220468,112.71923807941788,157.1985075089098,162.87600335374057,102.97896070669653,41.23492761780104,79.48009993214521,36.0003927134958,99.12272043678553,85.91172173097887,60.621966417303845,34.465214588278236,62.83336671767352,36.21144513879668,39.805893300197354,128.20643874020737,42.848343910841855,42.22803446773178,60.383599995230846
