Date,AAPL_macd,AMT_macd,AMZN_macd,BA_macd,BAC_macd,BHP_macd,COR_macd,CVX_macd,DUK_macd,DVA_macd,ECL_macd,GE_macd,GOOGL_macd,JPM_macd,KO_macd,LLY_macd,META_macd,MMM_macd,MSFT_macd,NEE_macd,NKE_macd,NVDA_macd,PEP_macd,PG_macd,PLD_macd,RIO_macd,SBUX_macd,SLB_macd,SO_macd,SPG_macd,VZ_macd,WFC_macd,XOM_macd
2019-05-07,1.033569709516037,0.35829698386365294,1.9886857408663872,-3.508229090679265,0.3521403271422514,-0.4654201754386378,0.014725506694787782,-1.1084636154303666,0.01942120799758129,0.6659510758080884,1.3999933194956782,0.9968902922354559,-0.14500469036992314,2.25003896665676,0.46315603227088786,-2.0614741444653646,5.748589195768744,-6.201377513104234,2.5363054267462957,0.11331036045222476,-0.22687583612388096,-0.0006186614919627687,1.4924976807937753,0.7486559765567904,0.9409199452714034,-0.09593680600862342,1.081304323915873,-0.8008146679922277,0.33074439405858413,-0.7687940267755664,-0.2218086860538122,-0.12957346014950133,-0.685153823849582
2019-05-08,0.9039815303014223,0.26262304043754625,1.8462380991956735,-4.33170334895658,0.2959641380670526,-0.5004357825534669,0.2138185193266935,-1.1051293896687326,-0.11340589790867739,0.29723658731253266,1.1607256349967656,1.0237390984445014,-0.28885635418030375,1.986111819864007,0.4076166442970006,-2.034166834690552,5.301422763703073,-6.615680349618287,2.2582259579594535,0.044815507229998275,-0.4323418622021933,-0.15297471159129117,1.3524052304661751,0.6893745565792386,0.7962755077983417,-0.15442099275126964,1.0864067693166106,-0.8970025489231617,0.2765436871681999,-0.9853323538247025,-0.2490756917835526,-0.1883610145591632,-0.7695963129386314
2019-05-09,0.7502971659018556,0.2475087911319349,1.6421983275088223,-5.206832915189125,0.24223446516513292,-0.541422891436568,0.40147365769249177,-0.8538866117669812,-0.27911150247422256,0.05442931158253117,0.9177024585927143,0.9744191214987126,-0.4094770497996336,1.7504696053736097,0.32872638675024746,-2.022827168203392,4.819741984428958,-7.078751929563708,2.0138637195330205,0.003615135287688531,-0.5724876702897603,-0.3444806121134931,1.2293131836461413,0.576229163396178,0.6914664610391981,-0.19486942858309675,1.0671514510788995,-0.9621411730266232,0.24132052941308757,-1.0881227464411154,-0.2613808481725215,-0.2190266207961571,-0.8313167348628099
2019-05-10,0.5679518983169132,0.45705943712960106,1.4241763665198448,-5.790825423286719,0.18821372344783782,-0.5428579265849081,0.41712761266461484,-0.5961390988882442,-0.33050029059499764,-0.15796308411394477,0.741035108204926,0.9686906208849777,-0.5006301635745203,1.5452086639670455,0.31712238512459834,-1.9598702735226112,4.362728552905708,-7.323414261542496,1.923235976571803,0.027278288463065792,-0.6023085435757736,-0.5177310513574938,1.2546542858409424,0.6065025769032673,0.6662153670894639,-0.1660211897363979,1.0775930535891405,-1.0517178204620095,0.27657661070617223,-1.0701132334185388,-0.24129745734447283,-0.21197103095673953,-0.8288905194955873
2019-05-13,0.19774782992574558,0.703144239364434,0.9686986316948065,-7.537859759743071,0.04998674370710887,-0.6089849463595556,0.2919116567703668,-0.4865550376521952,-0.3631012640818483,-0.39675529216237493,0.3794778160585963,0.8260049121371651,-0.690187521497208,1.1550150846910725,0.2948563041248562,-2.02485730087065,3.413076036741927,-7.54730187859073,1.5432795999027178,0.10184772856623425,-0.7263437245121054,-0.8529737603300447,1.2013222265551065,0.6303990819741614,0.6036532157032326,-0.2297785853126797,0.9473737732110266,-1.2075326039077225,0.34846312654729417,-1.0563711762068806,-0.23276481277299155,-0.2611975539725151,-0.8707445562592255
2019-05-14,-0.03788918101489713,0.972905966474741,0.6703643323098021,-8.376461718906057,-0.032796931728348966,-0.6188425088852867,0.2653711479953529,-0.3183931283798813,-0.4519792747495188,-0.5745353422835109,0.16899190776373985,0.924881684894423,-0.8776219221715635,0.8963547421401756,0.31775809328967597,-2.010595158934791,2.565603808960219,-7.5630428752022,1.3327972860861195,0.15857727650083575,-0.7289155910431759,-1.0347987186643763,1.1631680757892866,0.6057790925972881,0.5646476563864269,-0.21002076657726576,0.8620978217455075,-1.257276687768865,0.3702853696209871,-0.9587896022203211,-0.23586653626823306,-0.28563347074537404,-0.8873532800094566
2019-05-15,-0.1785164000388093,1.3445424376496646,0.5527540175785646,-8.734312960057594,-0.12054533669786949,-0.6095938605364069,0.3283078223876288,-0.15103072866554612,-0.5307354671424633,-0.7886418529147363,0.04826760963661059,0.9624659327524228,-0.831234308828229,0.654419026283307,0.3655435703410106,-1.9262825902411578,2.3138627801339737,-7.559614482910547,1.286076557908359,0.20050640838640277,-0.6968771054502412,-1.2141874269595903,1.2544251592225208,0.6575734805018101,0.5776170711885271,-0.20092044233405204,0.836199306035482,-1.258912518506925,0.3838127906490385,-0.8265434988846607,-0.2194372765462944,-0.3468409411482085,-0.8552038254603644
2019-05-16,-0.30284944701834604,1.731066840467065,0.5995748821165137,-8.275020212839536,-0.16677227797141825,-0.5592227627443762,0.3538560778418258,-0.02787369860028832,-0.5616013666217157,-0.9649517024634946,0.1285169002190969,0.9173649812613078,-0.7307743015764956,0.5549911801546301,0.42613356676178427,-1.7079156570821397,2.1476348900517905,-7.62003513876175,1.4566034415164495,0.2710604856467498,-0.6433859399551949,-1.328815671887881,1.375368044206894,0.7906234365642177,0.6417149894819119,-0.11460387349421097,0.8890092341942335,-1.2088916966782008,0.4173186297026348,-0.6917242467736457,-0.1686117345056104,-0.38665960947723477,-0.8208952476522313
2019-05-17,-0.41762496025467044,2.0434487961929904,0.4755842832325641,-7.726065996069337,-0.21448377584595946,-0.511634035504585,0.41008630799078105,0.05084531525476166,-0.5164303585523697,-1.1535141373165985,0.14078630906422518,0.8079955407727866,-0.7064392051267774,0.4333947151335309,0.4427965901760018,-1.5708464306003265,1.8582535149717216,-7.756285549862071,1.508063114430854,0.35648400885973786,-0.5721855199402057,-1.4759767383574314,1.4710774539918106,0.839061716370253,0.6663238336172412,-0.03638164987772541,0.9209776237459835,-1.2144967166085223,0.4637822100985787,-0.6296573246726211,-0.08270993383790426,-0.42739472800308675,-0.8128260575865909
2019-05-20,-0.6166935277825587,1.9664270682705478,0.3330155597476505,-7.382650284368424,-0.24942031947021803,-0.45393099577949414,0.5612695220844728,0.13261306905056358,-0.4908922277626573,-1.3168207758498767,0.10646446302405366,0.6544110909264518,-0.7755275832833846,0.37332647246435613,0.4269028965442061,-1.42921337700065,1.4047593086308154,-7.958146534809146,1.3901961032573809,0.4259257476181091,-0.6401314969314598,-1.6691330609666934,1.4932728250407052,0.8589446166583059,0.6062316634672698,0.01396480871519401,0.7724441518601566,-1.1980742116037106,0.5119834861177992,-0.8098932809095061,0.04275698185783483,-0.4718679527209133,-0.7978661127738889
