Date,AAPL_rsi,AMT_rsi,AMZN_rsi,BA_rsi,BAC_rsi,BHP_rsi,COR_rsi,CVX_rsi,DUK_rsi,DVA_rsi,ECL_rsi,GE_rsi,GOOGL_rsi,JPM_rsi,KO_rsi,LLY_rsi,META_rsi,MMM_rsi,MSFT_rsi,NEE_rsi,NKE_rsi,NVDA_rsi,PEP_rsi,PG_rsi,PLD_rsi,RIO_rsi,SBUX_rsi,SLB_rsi,SO_rsi,SPG_rsi,VZ_rsi,WFC_rsi,XOM_rsi
2019-01-22,44.7542936409993,74.71410684474124,65.48597786861862,72.03687766111982,87.90453122274423,50.386400110017775,74.4699495580918,60.01110058988144,46.22121997408552,76.55171713967653,62.405201835772836,68.47455386561961,57.60215614256366,71.9552659667681,52.83305238102777,53.19346564916158,74.98490100431479,52.567162404341886,59.80903985104939,57.600267300966756,79.58811656637326,63.07583894933104,48.13108806063583,46.20569491642671,79.07863993287707,60.33905139945166,55.50608291783863,85.17864776426445,77.48687459287028,64.42244558943605,61.36838671885401,76.1049021317996,69.11152010199316
2019-01-23,45.32269358469467,85.3787694178072,62.899227715919004,71.82640986729827,84.61530584574308,53.84360886057445,72.01791811713336,52.08574347743417,58.88201858866946,76.17616948708559,70.05463478672162,63.38580337671393,56.83416294012976,66.69334383392044,60.05990339598804,58.76289769957062,63.61341999779994,52.02291381375139,62.98194257514581,72.28174057398212,78.39544507573066,61.63019901770674,54.87565712012396,65.53572628784676,94.56762160491442,65.84458517732028,60.60303648813912,78.47149334931905,81.95346908840779,78.27116306185358,67.80088876745182,73.94576023734501,59.179092630600195
2019-01-24,68.60164644762865,83.2356642048238,71.06200935651515,85.27184100935041,91.24068664573566,65.30272168997249,74.83676857103333,64.71978566994179,61.81618145261852,77.5738995416531,79.25583274710854,63.95347873759567,65.50792593859373,75.24669536301731,57.553854939443305,58.16329943497841,74.08551073845341,66.74309298922635,74.01732594203274,74.80598414517775,88.10726809116878,76.41125413712018,54.11137857545969,65.991037289808,95.84272269677528,71.58178153229073,68.13561335782376,78.16627978737564,81.20667619037495,80.30300395991523,60.21234871424307,76.59894621097287,67.82051102251677
2019-01-25,67.43751176018915,84.67952248811572,65.46837198368085,82.61871972843561,90.32237042376232,58.65210795490675,75.09217892181661,58.097114273523445,52.745864257182305,70.627499733888,74.75985627363374,66.66664344842846,57.629217160517676,66.4233482213605,48.422675025752895,50.806854696291516,71.09080528741123,60.418487964975846,67.75059400687013,53.35736849619443,85.6461423838985,73.66648549343174,45.657177047660475,57.324240576359024,95.77144905421787,70.75857586809752,69.21393519337104,78.06260352901077,73.68410033755057,79.5026184870049,54.127757987743806,71.04235934231119,55.09832490091013
2019-01-28,64.75146863269876,84.27196044406628,51.46390314819544,80.52542937823897,90.7815052764931,56.81556411964168,74.9303064525391,49.68812351986872,53.72969927304064,60.442261017980144,75.85287462499365,53.78486703555354,51.13793012269074,68.05554131033676,51.858088998457944,49.329629262749876,67.02823777985543,54.78536052092243,59.031115882411,50.36052353918138,80.34335402670295,45.88864363881044,47.18025623674959,58.66802028736671,95.65219616894481,70.7182320441989,67.80751010420951,69.93146568311634,74.06141825454186,79.03224056514966,43.747589462874245,71.04248131757757,47.543786496016075
2019-01-29,57.23218449525568,83.75056587004163,39.658927385920315,76.14761470083972,87.45167592559632,64.20106419981005,68.90987111045108,50.21016942765003,47.011979274193955,65.23295841162874,72.7000859915254,57.20342856107649,45.587120245871496,70.59478400525614,49.28831187111955,48.275854250997455,53.1368019018128,59.69097380644423,50.386333470151435,48.66564069608158,76.16211011823147,43.98305547828719,43.25928489443582,57.56853621502523,94.98648593610643,74.61078327026848,68.11434140732723,66.7336196026128,67.93247636362545,73.55239706784434,24.02676746337174,72.6026395896679,45.13778141091376
2019-01-30,66.9697618238558,94.99575088017482,51.460712097906885,83.18466727519859,81.52366910972611,70.50462896306956,60.24094820240321,49.06876637962665,59.28137509631662,60.66667316577777,76.9282589238679,61.99998808068753,54.13294460821433,72.75808862432532,62.47566767719886,49.27543965435972,59.98710571636716,62.062893213904424,55.2513374897382,51.57110206645923,80.89608520070831,46.36707061494785,65.93299683729886,68.77179290958547,95.26856862739636,75.23366323265729,70.74833043260419,68.11168830506008,75.64653872690567,76.83349739522369,32.36996168494798,72.49507261773299,48.888977662259066
2019-01-31,67.61412739678624,95.0738078198749,57.40692928100718,77.76294470386182,73.53962829036755,72.3378669303353,74.06912286522507,53.89104973491291,65.7860409880241,56.02485001848114,77.47755984042553,69.55124604967921,60.56291574450246,66.01431915563526,60.72866500280696,59.66476046995463,73.8090409940805,61.70501851479958,51.94195400328973,56.354023984356175,84.0401034434949,49.01515404252776,69.41596259847762,72.88695425648366,95.0798096501467,80.14865688384108,69.76987283440121,61.89595432641514,74.9999213028884,78.49228971525292,36.13528181102442,63.878222794273874,59.50533962078548
2019-02-01,70.65301315156574,81.95344834899801,48.56358345342602,78.3173038041779,70.94479447144248,74.52712230892169,73.77798305249065,65.99002619967632,71.74192323595881,51.57318398787646,78.8568151215393,69.84123817810419,62.553898694332986,70.65538230865202,62.97696074689074,61.1770895054969,72.91362748462117,62.24866543283837,49.95497241471747,53.6266722284173,84.14493313455777,47.173157952440945,66.63909724400841,73.69693395850126,95.48395002189311,78.31953996563378,72.90793346117889,62.79493483460975,71.55976076981818,69.8263358426812,31.243183393370245,63.11188082774062,73.91787934252731
2019-02-04,78.80175860933682,82.58210168619172,51.66825566227914,84.29422770584804,71.75046611646313,75.18991659173359,74.43644554227282,71.35242042779655,82.60184827504234,54.26666259765625,83.22716223020065,70.92649185047947,69.93479950984604,68.49152851156859,68.74984950420665,63.52878826976407,73.9750934272753,63.682608673195325,57.552140906390676,63.800750809706926,84.95273773620391,49.16399262396851,73.7058034639009,78.1489617202008,95.73943223727163,79.84573334072252,71.63419534732931,65.41355442457717,80.39724515182971,80.32664644959384,29.538444535473687,60.31519024490083,66.29221301296705
2019-02-05,78.72096760360962,82.38957635307183,48.252683211884445,86.53225349719658,69.59580123742407,74.00534344298244,75.86614145598587,69.74245630098905,80.10743007022705,50.57635469875704,78.90158752815562,78.10649583421494,66.26192472050369,62.168289255142454,66.28118756316755,59.206181753414896,73.08253063728213,72.50535205817656,54.814805981707515,58.03449358272928,83.11180115571757,50.052908545254155,68.28833874019557,73.2539011875609,95.41170820089039,75.79141864236163,74.39708072145007,65.86275810665815,77.55708919226271,81.94070677361165,29.7545756461854,71.68109742884332,68.63119604976644
2019-02-06,77.61868966428399,70.39613967521348,45.26976532670467,86.88324691466522,53.6458377469582,74.4992901085135,77.02534197710847,70.19431843773123,79.05288275595336,42.15686536407675,79.29006769852609,72.64436499015223,57.35437540279215,57.84813221968712,75.77089937765703,56.4965448476896,74.22422277169616,73.39994886509676,51.36724213012911,57.95339940322247,83.66817069316457,52.68111448725593,73.11097746661012,77.79392071737254,89.38999153038834,76.25569597863546,75.65551339983858,68.40077644929262,73.0028861970793,79.65321741996254,31.942902596056697,60.3733746641343,66.72833787365767
2019-02-07,70.20359748316079,72.3755008241187,41.72559737192859,81.27458597574096,40.105458435673164,67.42017877235806,78.75745078674844,66.84571757292899,81.27041714268071,52.074951971541424,72.53914554386702,62.99434940371286,51.44893700987383,46.94560644290135,75.87705852839677,45.494061973513425,67.82335344399468,64.2779950562666,48.2134984627388,62.238944915190174,75.71016246265063,47.32187533284752,70.69520256338127,73.48259455421208,89.97499316283267,71.84842070795548,75.1431971452864,58.8036686601803,75.80259086895524,81.29306470749012,32.04845407293371,41.81160151864191,61.686533057327686
2019-02-08,69.58487204560713,72.58450217753406,39.19423193149609,79.50158336896317,35.69414587320257,67.59254432985043,65.22926614514546,59.525198689377284,83.95949738845276,41.96891908585547,69.31368555995486,60.10783351335268,48.9288419374128,30.280855778604675,73.10509067650763,58.38436648053356,67.31425505155957,58.134768326754546,45.48676802443527,63.839933922861285,68.9115037328853,44.22317343065652,67.2114562892097,73.07409082346464,89.65074184110038,70.38066141767568,75.5972846760278,39.39054613442015,74.11174295316879,73.96014138673746,32.9347082656586,25.98689384591185,58.90410691038966
