Date,AAPL_ma50,AMT_ma50,AMZN_ma50,BA_ma50,BAC_ma50,BHP_ma50,COR_ma50,CVX_ma50,DUK_ma50,DVA_ma50,ECL_ma50,GE_ma50,GOOGL_ma50,JPM_ma50,KO_ma50,LLY_ma50,META_ma50,MMM_ma50,MSFT_ma50,NEE_ma50,NKE_ma50,NVDA_ma50,PEP_ma50,PG_ma50,PLD_ma50,RIO_ma50,SBUX_ma50,SLB_ma50,SO_ma50,SPG_ma50,VZ_ma50,WFC_ma50,XOM_ma50
2021-05-18,125.16629089355469,221.9040203857422,161.81054016113282,243.6867999267578,36.649975814819335,58.08547859191894,113.56490554809571,93.5235334777832,86.68479080200196,113.22320007324218,211.1351104736328,81.85317184448242,110.02015991210938,142.7662060546875,48.47278938293457,182.25838317871094,299.6754376220703,170.35457489013672,240.02081329345702,70.37425994873047,130.60633422851564,140.9825341796875,130.48173934936523,124.59158416748046,101.79712356567383,63.20079154968262,105.31470642089843,26.834534797668457,56.182961807250976,98.94992492675782,48.701634368896485,39.37444412231445,51.340596771240236
2021-05-19,125.24122009277343,222.72856811523437,161.97949005126952,243.56299987792968,36.75483047485351,58.061232299804686,113.73934555053711,93.43435272216797,86.88290328979492,113.51500015258789,211.1221615600586,81.74061065673828,110.25129989624024,142.95425964355468,48.540901794433594,182.0899285888672,300.63142333984376,170.72710510253907,240.21374969482423,70.34895751953125,130.54845031738282,141.29103118896484,130.72430633544923,124.80120208740234,102.1246337890625,63.265446701049804,105.38153106689452,26.884837837219237,56.27552658081055,99.16130157470702,48.72401344299316,39.52603851318359,51.33899368286133
2021-05-20,125.38955810546875,223.61012634277344,162.16953002929688,243.20919982910155,36.83834327697754,58.07913963317871,113.9061671447754,93.31851425170899,87.10370162963868,113.83400009155274,211.08112213134766,81.71710876464844,110.52205993652343,143.07646606445311,48.607275772094724,181.9927279663086,301.70448486328127,171.05100616455078,240.49880889892577,70.34579498291015,130.4648178100586,141.7190447998047,130.97552368164062,125.01544021606445,102.50054229736328,63.3621257019043,105.45806869506836,26.919385604858398,56.36296241760254,99.32241348266602,48.72940460205078,39.642420043945314,51.30239242553711
2021-05-21,125.4619563293457,224.30032104492187,162.25902008056642,242.86559997558595,36.93410430908203,58.06741264343262,114.11154571533203,93.21589965820313,87.33682388305664,114.13120010375977,211.08728912353516,81.83585479736328,110.71564987182617,143.24740631103515,48.68324371337891,181.90693939208984,302.55058715820314,171.37754241943358,240.66650573730467,70.33798110961914,130.2996826171875,142.1179150390625,131.23097396850585,125.23765914916993,102.84565002441406,63.40993415832519,105.53400604248047,26.96779052734375,56.46499961853027,99.45473526000977,48.763203353881835,39.77463607788086,51.27534690856933
2021-05-24,125.58551910400391,225.01906372070312,162.4145199584961,242.23059997558593,37.021143112182614,58.04316635131836,114.22794494628906,93.13325897216797,87.54753204345702,114.39919998168945,211.10776123046875,81.91007141113282,111.02668991088868,143.40097564697265,48.76432487487793,181.78787231445312,303.67399536132814,171.71113189697266,240.9706610107422,70.30746917724609,130.17597595214843,142.6680386352539,131.50354049682616,125.43630249023437,103.1703434753418,63.477017669677736,105.6309196472168,27.018852996826173,56.557821121215824,99.59166076660156,48.79617477416992,39.89327262878418,51.249008636474606
2021-05-25,125.64695877075195,225.68796356201173,162.59188995361328,241.73279998779296,37.10020156860352,58.02510040283203,114.25792327880859,93.04280731201172,87.72388107299804,114.63800003051757,211.09926361083984,81.88162185668945,111.33511993408203,143.53763275146486,48.83298835754395,181.9989389038086,304.75364990234374,171.94964721679688,241.31149169921875,70.2674691772461,129.97038024902344,143.15837921142577,131.78457260131836,125.6359292602539,103.468095703125,63.54531524658203,105.70942733764649,27.05909549713135,56.62433174133301,99.67170013427734,48.820489959716795,40.01413803100586,51.22638427734375
2021-05-26,125.67635528564453,226.29671936035157,162.76518981933594,241.45599975585938,37.181858444213866,58.03476730346679,114.30118103027344,93.00304870605468,87.88443069458008,114.89720001220704,211.14001342773437,81.91254531860352,111.63153991699218,143.70811462402344,48.90256462097168,182.2107354736328,305.720224609375,172.23162536621095,241.59132110595704,70.23193435668945,129.82015197753907,143.63918975830077,132.04756881713868,125.82271270751953,103.72664642333984,63.63637855529785,105.7462371826172,27.12534366607666,56.679603576660156,99.8544854736328,48.84276794433594,40.147306213378904,51.23854400634766
2021-05-27,125.6907601928711,226.89287506103517,162.85956970214843,241.19819976806642,37.26722679138184,58.07739631652832,114.32884735107422,92.93649063110351,88.04603271484375,115.15599990844727,211.27616790771484,82.00407882690429,111.91199996948242,143.89615203857423,48.98017631530762,182.46829498291015,306.69399108886716,172.51746856689454,241.8416293334961,70.23267837524413,129.66024475097657,144.0677017211914,132.28479873657227,125.96049606323243,104.01243637084961,63.77327735900879,105.81203338623047,27.182860107421874,56.743555297851564,100.04659744262695,48.86200965881348,40.27806831359863,51.23930519104004
2021-05-28,125.77512252807617,227.5263070678711,163.05464965820312,241.01739990234375,37.331253128051756,58.14427169799805,114.31986770629882,92.9531428527832,88.2028872680664,115.37359985351563,211.38296752929688,82.1042707824707,112.24750991821288,144.03509033203125,49.066370468139645,182.79033813476562,307.69512939453125,172.7528497314453,242.2223129272461,70.27156204223633,129.535673828125,144.77072708129882,132.5684066772461,126.090654296875,104.30453979492188,63.92307685852051,105.93817367553712,27.26030788421631,56.8174861907959,100.2658299255371,48.87524101257324,40.39002067565918,51.281865997314455
2021-06-01,125.86360137939454,228.22952575683593,163.19833953857423,240.99559967041014,37.41272422790527,58.26265037536621,114.29717102050782,93.03415618896484,88.35032943725587,115.57419982910156,211.52839263916016,82.21930633544922,112.60172988891601,144.2536456298828,49.14799949645996,183.07985717773437,308.4747027587891,173.03086059570313,242.56567626953125,70.3024688720703,129.48323699951172,145.45314224243165,132.8100537109375,126.1968212890625,104.66572326660156,64.13935264587403,106.0781785583496,27.3744278717041,56.8950537109375,100.5835986328125,48.88778045654297,40.5340242767334,51.36751953125
2021-06-02,125.90060470581055,228.94037048339842,163.32145935058594,241.08339965820312,37.51071228027344,58.374848709106445,114.28166381835938,93.15567199707031,88.50141677856445,115.76559982299804,211.66145721435547,82.33805236816406,112.94162994384766,144.54904968261718,49.23017639160156,183.35323120117187,309.1861474609375,173.29723083496094,242.79718719482423,70.32859573364257,129.4091049194336,146.1701402282715,133.00182510375976,126.27354766845703,105.00165130615234,64.35395912170411,106.1886572265625,27.525376052856444,56.98121940612793,100.94234695434571,48.89902526855469,40.68192039489746,51.47201362609863
2021-06-03,125.92438690185547,229.58472381591798,163.37096923828125,241.2647998046875,37.631936645507814,58.492435150146484,114.34839797973633,93.27849807739258,88.65426742553711,116.04779983520508,211.77617553710937,82.51493423461915,113.24787994384765,144.87424865722656,49.30778778076172,183.73745513916015,309.89359680175784,173.59008514404297,242.96666229248046,70.30501510620117,129.35723602294922,146.94841812133788,133.1727784729004,126.3499998474121,105.3112107849121,64.56962768554688,106.28847305297852,27.715128860473634,57.060745849609376,101.36290649414063,48.910497512817386,40.836878280639645,51.59299110412598
2021-06-04,126.04260223388673,230.3176007080078,163.49011932373048,241.47839965820313,37.75353355407715,58.621431579589846,114.38661041259766,93.3684001159668,88.79716537475586,116.27279983520508,211.91136474609374,82.69552749633789,113.60891983032226,145.18311431884766,49.39398216247559,184.1762188720703,310.8567749023438,173.88359252929686,243.27666290283204,70.30301284790039,129.37368865966798,147.93354217529296,133.35884704589844,126.42906311035156,105.65605255126952,64.79728652954101,106.42875274658203,27.8887389755249,57.137237548828125,101.77008987426758,48.92572288513183,41.00340202331543,51.69902931213379
2021-06-07,126.15118576049805,231.1086441040039,163.64186920166014,241.58779968261717,37.85823081970215,58.73505615234375,114.41277389526367,93.43920547485351,88.92666534423829,116.42919982910156,211.99151306152345,82.82664306640625,113.978759765625,145.4420736694336,49.4673934173584,184.95589294433594,312.0123486328125,174.09454040527345,243.7064422607422,70.2919075012207,129.4817189025879,148.94830841064453,133.52815490722656,126.49982925415038,105.99495178222656,64.99550140380859,106.51186065673828,28.051484413146973,57.2072240447998,102.13563598632813,48.933035888671874,41.150751724243165,51.80072647094727
2021-06-08,126.26412185668946,231.6368209838867,163.85394927978516,241.74559967041014,37.939525833129885,58.825385360717775,114.4051759338379,93.48490386962891,89.02813705444336,116.6431999206543,211.9735513305664,82.93920486450196,114.35246963500977,145.64213104248046,49.51505599975586,185.65746948242187,313.0244744873047,174.27207702636719,244.03133270263672,70.2632814025879,129.4938966369629,149.8700555419922,133.6153778076172,126.50451934814453,106.30841094970702,65.15577308654785,106.55063796997071,28.19828998565674,57.250207595825195,102.5128712463379,48.92606285095215,41.28020408630371,51.894755630493165
2021-06-09,126.38119903564453,232.1277621459961,164.05936920166016,241.69639953613282,38.01725074768066,58.89828254699707,114.38173461914063,93.5234910583496,89.1129165649414,116.85099990844726,211.9393682861328,83.03568634033203,114.71461975097657,145.84839965820314,49.544822463989256,186.44187713623046,313.8122381591797,174.419765625,244.4003060913086,70.22668518066406,129.46710372924804,150.75112823486327,133.65876373291016,126.46892776489258,106.62112731933594,65.30617958068848,106.60143157958984,28.354006576538087,57.28488899230957,102.90245559692383,48.90647445678711,41.42136001586914,52.00357437133789
2021-06-10,126.50748092651367,232.77597137451173,164.35372924804688,241.6229995727539,38.070615158081054,58.98623466491699,114.42659484863282,93.5908984375,89.2271566772461,117.09739990234375,211.9115576171875,83.0765055847168,115.1032797241211,145.97460418701172,49.59522422790528,187.3885986328125,314.70049560546875,174.59341827392578,244.90662322998048,70.22070510864258,129.43408203125,151.66079803466798,133.77173522949218,126.49136260986329,106.9836100769043,65.44307838439941,106.64627380371094,28.503206901550293,57.3378840637207,103.2478744506836,48.8958406829834,41.529335556030276,52.12672164916992
2021-06-11,126.61395034790038,233.34299682617188,164.6064794921875,241.4741995239258,38.13271514892578,59.088924713134766,114.4692561340332,93.66952896118164,89.34019409179687,117.38739990234374,211.9198614501953,83.14577407836914,115.47095977783204,146.14013946533203,49.65822639465332,188.12673431396485,315.43431701660154,174.79555236816407,245.34925170898438,70.18849029541016,129.42084518432617,152.55526672363283,133.90643524169923,126.49679763793945,107.33105194091797,65.59227066040039,106.71650863647461,28.65202362060547,57.37934494018555,103.61513580322266,48.89242752075195,41.65428077697754,52.25466384887695
2021-06-14,126.76534301757812,233.93965576171874,164.82934936523438,241.31779937744142,38.17065032958985,59.18321571350098,114.51318817138672,93.73223693847656,89.46839126586914,117.7097998046875,211.85937866210938,83.16927597045898,115.79008987426758,146.2281652832031,49.7213851928711,188.93430267333986,316.1957092285156,174.97193481445314,245.70272521972657,70.14993255615235,129.40332641601563,153.39584991455078,134.06057830810548,126.52451049804688,107.65899505615235,65.7287141418457,106.78260116577148,28.76755771636963,57.416715698242186,103.94242965698243,48.88394836425781,41.75890701293945,52.353268508911135
2021-06-15,126.84318969726563,234.44090698242186,164.98574920654298,241.06139953613283,38.20339164733887,59.243118133544925,114.56061096191407,93.85866058349609,89.59741485595703,118.04659973144531,211.79220916748048,83.1791716003418,115.9995199584961,146.25701446533202,49.77648956298828,189.6986282348633,316.7519195556641,175.09569854736327,245.8953729248047,70.09482818603516,129.31491027832033,154.15538024902344,134.18030670166016,126.5070915222168,107.94474761962891,65.82812484741211,106.80731353759765,28.89620018005371,57.45772918701172,104.23858901977539,48.8677628326416,41.8721117401123,52.50807632446289
2021-06-16,126.92498428344726,234.89058898925782,165.1771792602539,240.80339965820312,38.24246063232422,59.305714797973636,114.61473327636719,93.99025939941406,89.68988327026368,118.36319976806641,211.60047119140626,83.18411911010742,116.20570999145508,146.32599304199218,49.81103912353515,190.44979217529297,317.24779296875,175.15690032958983,246.09245819091797,70.02278106689454,129.18913452148436,154.94440399169923,134.26321166992187,126.45381530761719,108.1807583618164,65.91736724853516,106.78200439453126,29.02407165527344,57.46675338745117,104.50120727539063,48.83651100158691,41.98047920227051,52.66158889770508
2021-06-17,127.0058512878418,235.3987173461914,165.3870294189453,240.5361996459961,38.240930252075195,59.29541412353515,114.65457260131836,94.06445831298828,89.78883285522461,118.70159973144531,211.51260192871095,83.13587844848632,116.40154998779298,146.2673712158203,49.84909698486328,191.23831451416015,317.7156970214844,175.1851791381836,246.31854064941408,69.97746444702149,129.046651763916,155.84624542236327,134.37722686767577,126.41868545532226,108.43322174072266,65.96289909362793,106.75650985717773,29.123730087280272,57.48790496826172,104.72013717651367,48.80523918151855,42.034358444213865,52.7728865814209
2021-06-18,127.01217330932617,235.90673950195313,165.57462951660156,240.18419982910157,38.22688606262207,59.25278511047363,114.64287094116212,94.08696548461914,89.8410691833496,118.99699966430664,211.30981384277345,83.05300369262696,116.5533399963379,146.13422302246093,49.86836578369141,191.95031921386717,318.04814453125,175.1380465698242,246.45063537597656,69.90132202148438,128.94964431762696,156.70976135253906,134.44978424072266,126.33729446411132,108.65104782104493,65.97564796447755,106.70195175170899,29.20640453338623,57.47395156860352,104.90610107421875,48.775020065307615,42.06808410644531,52.866117553710936
2021-06-21,127.00283126831054,236.46166717529297,165.65638946533204,240.04259979248047,38.225537338256835,59.24803085327149,114.64751983642579,94.16537017822266,89.92512664794921,119.30419967651368,211.13253295898437,83.00228912353515,116.71891998291015,146.02604034423828,49.89739433288574,192.70589019775392,318.4443243408203,175.1145068359375,246.59456481933594,69.84146881103516,128.85076599121095,157.5144827270508,134.5429229736328,126.29184783935547,108.90536636352539,66.01647468566894,106.66872207641602,29.329650382995606,57.48111587524414,105.16966217041016,48.75634521484375,42.12161087036133,53.00087760925293
2021-06-22,127.0611653137207,236.95184661865235,165.78243957519533,239.92779968261718,38.226989669799806,59.26799827575684,114.63945022583007,94.27023239135742,89.9911376953125,119.57059967041016,210.95584564208986,82.93302062988282,116.9209098815918,145.91989166259765,49.926998443603516,193.48913787841798,318.9935412597656,175.09269744873046,246.79357360839845,69.78308212280274,128.77540588378906,158.24946044921876,134.63185852050782,126.23712677001953,109.14217239379883,66.07961219787597,106.64025543212891,29.455166625976563,57.47791748046875,105.43187072753906,48.73648223876953,42.1749617767334,53.163668899536134
2021-06-23,127.05127975463867,237.3693634033203,165.88625946044922,239.73379974365236,38.246461639404295,59.28939201354981,114.62245010375976,94.36462005615235,90.02098876953124,119.82919967651367,210.77424072265626,82.87241073608398,117.10901992797852,145.86496795654296,49.95325492858887,194.17458892822265,319.6094873046875,175.04583618164062,246.93762237548827,69.68443481445313,128.77208709716797,158.9245639038086,134.68446197509766,126.21245040893555,109.34547256469726,66.14366027832031,106.57719284057617,29.587505836486816,57.451906814575196,105.7502066040039,48.71016792297363,42.2544002532959,53.33117225646973
2021-06-24,127.0828611755371,237.8102798461914,166.00233947753907,239.6966000366211,38.26728179931641,59.29065986633301,114.5821012878418,94.43865737915038,90.04284103393555,120.0911996459961,210.58723693847656,82.80685302734375,117.31710998535156,145.88900817871092,49.98466156005859,195.15849670410157,320.41583129882815,175.009873046875,247.16591400146484,69.57532257080078,128.80324798583985,159.7096090698242,134.7695669555664,126.18036148071289,109.57237045288086,66.19070976257325,106.52600021362305,29.702979621887206,57.411264190673826,106.03523803710938,48.68758850097656,42.315638885498046,53.47490432739258
2021-06-25,127.0599821472168,238.19400665283203,166.02470947265624,239.6420001220703,38.3239811706543,59.277348098754885,114.5383432006836,94.53061248779296,90.05931289672851,120.32759963989258,210.35635925292968,82.75985092163086,117.48203002929688,145.92377502441406,50.01021507263184,196.03278198242188,321.0861199951172,174.98731842041016,247.28539855957033,69.46500457763672,129.20962921142578,160.2881008911133,134.86470977783202,126.15332336425782,109.76275360107422,66.20952964782715,106.4664306640625,29.83250717163086,57.36983375549316,106.31418350219727,48.66517868041992,42.39461692810059,53.62714828491211
2021-06-28,127.07666976928711,238.64860717773436,166.06915954589843,239.47760040283202,38.37195381164551,59.26245178222656,114.45109725952149,94.57138778686523,90.06467407226563,120.50179962158204,210.07742645263673,82.69921752929687,117.6500001525879,145.94282318115233,50.02827308654785,196.80406799316407,322.07427185058594,174.97629180908203,247.4529867553711,69.36467376708984,129.5650164794922,161.1019253540039,134.93748443603516,126.13357147216797,109.94233093261718,66.20452110290528,106.3602018737793,29.94371063232422,57.318463821411136,106.5353108215332,48.629526901245114,42.43278938293457,53.75548316955567
2021-06-29,127.11051162719727,239.12335998535156,166.1452896118164,239.30980041503906,38.407068710327145,59.24185035705566,114.36170989990234,94.6027296447754,90.04455856323243,120.69739959716797,209.8504376220703,82.65468322753907,117.8056901550293,145.97037719726563,50.03312767028809,197.59011352539062,323.06622009277345,174.95685760498046,247.71188720703125,69.26572616577148,130.0237301635742,162.03402130126952,134.99754699707032,126.10851364135742,110.1244923400879,66.17887184143066,106.26844375610352,30.047690086364746,57.250236663818356,106.77926132202148,48.58623558044434,42.45155479431153,53.880009460449216
2021-06-30,127.19076522827149,239.47192474365235,166.25075958251952,239.41980041503905,38.46874847412109,59.24771385192871,114.2540121459961,94.68580764770508,90.01373962402344,120.86199966430664,209.57217864990236,82.70542755126954,117.9684701538086,146.08632690429687,50.03947761535645,198.36035247802735,323.96646484375,174.988017578125,247.9703759765625,69.13804885864258,130.5598243713379,162.9993017578125,135.06274383544923,126.07219619750977,110.2243962097168,66.16627464294433,106.19299865722657,30.178444480895998,57.162153778076174,107.05347305297852,48.54616989135742,42.504604263305666,54.033789443969724
2021-07-01,127.26945663452149,239.83313842773438,166.32170959472657,239.49600036621095,38.52432815551758,59.223467636108396,114.17132141113281,94.77044372558593,90.00343399047851,121.03779968261719,209.29541076660155,82.7227766418457,118.13901016235351,146.2072705078125,50.035032424926754,199.1552297973633,325.0237432861328,174.9823663330078,248.1973291015625,69.0750193786621,131.1099948120117,163.96863372802736,135.10512329101562,126.05837295532227,110.33344146728516,66.11649307250977,106.13890640258789,30.320289306640625,57.09783432006836,107.31275131225586,48.51476219177246,42.54685806274414,54.178257064819334
2021-07-02,127.43178115844727,240.25365356445312,166.52364959716797,239.54300018310548,38.579320678710936,59.22948959350586,114.09731872558594,94.88408737182617,90.01030410766602,121.23759979248047,209.09731567382812,82.71784927368164,118.39164016723633,146.38404571533204,50.03773971557617,200.08018707275392,326.1861102294922,174.99038330078125,248.60888916015625,69.00716156005859,131.70785675048828,165.09472229003907,135.17741333007814,126.08209518432618,110.4626397705078,66.11072578430176,106.12965133666992,30.46590934753418,57.045584716796874,107.57286346435546,48.50050148010254,42.59282234191895,54.334002380371096
2021-07-06,127.58788375854492,240.68111053466797,166.85850952148436,239.49820007324217,38.598967971801756,59.19145622253418,113.98544647216796,94.94982803344726,90.02697189331055,121.38279983520508,208.77227783203125,82.64113815307617,118.61551025390625,146.45994049072266,50.034379425048826,201.0012173461914,327.21801513671875,174.92323181152344,248.94309295654296,68.9566896057129,132.29334274291992,166.1801986694336,135.25819915771484,126.1202001953125,110.61649108886719,66.05001693725586,106.10391784667969,30.5719229888916,56.99122657775879,107.77749725341796,48.485391998291014,42.58769920349121,54.452203521728514
2021-07-07,127.7863346862793,241.17361724853515,167.14608947753905,239.305,38.60838325500488,59.165308227539064,113.90323410034179,94.99710220336914,90.06481170654297,121.56679992675781,208.48053436279298,82.56938064575195,118.8350602722168,146.53234100341797,50.05390655517578,201.9589373779297,328.1660089111328,174.95281005859374,249.31383697509764,68.91572540283204,132.85250259399413,167.15797119140626,135.39667724609376,126.22741729736327,110.77783981323242,65.99052207946778,106.13559951782227,30.65606960296631,56.9496475982666,107.89557266235352,48.47843132019043,42.57568229675293,54.55126403808594
2021-07-08,127.96508346557617,241.67074676513673,167.46006927490234,239.19100006103517,38.59099853515625,59.14819320678711,113.82734085083008,95.01756851196289,90.11650115966796,121.73399993896484,208.32391967773438,82.49390182495117,119.04496017456054,146.54269348144533,50.0713988494873,203.03850372314454,329.00671630859375,175.04462127685548,249.62737396240234,68.8831137084961,133.41090682983398,168.06131744384766,135.5451040649414,126.33575500488281,110.94270034790038,65.92313514709473,106.14126449584961,30.740964126586913,56.91141326904297,107.96466186523438,48.47818534851074,42.525819320678714,54.63259773254394
2021-07-09,128.1965754699707,242.18780212402345,167.72090911865234,239.27359985351563,38.594312286376955,59.160078582763674,113.75458084106445,95.01976181030274,90.17068786621094,121.90959991455078,208.15333343505858,82.49019271850585,119.19629013061524,146.62475799560548,50.09477996826172,204.10882110595702,329.8721984863281,175.1585220336914,250.09545806884765,68.85141876220703,134.0035906982422,169.01507232666015,135.70599517822265,126.44091705322266,111.14546997070312,65.89915504455567,106.24531280517579,30.81603801727295,56.8715682220459,108.09985122680663,48.48276718139648,42.50581565856933,54.70344032287598
2021-07-12,128.41802261352538,242.76220916748048,167.9681491088867,239.32059967041016,38.588578414916995,59.18765274047851,113.6529345703125,94.9959732055664,90.22307403564453,122.09419982910157,207.94357025146485,82.47905700683594,119.34304016113282,146.69356048583984,50.10629417419434,205.16707092285156,330.344697265625,175.20028991699218,250.59137634277343,68.81917541503907,134.56281524658203,170.05153564453124,135.82860961914062,126.52740066528321,111.36421203613281,65.87638954162598,106.32613525390624,30.882951850891114,56.82309150695801,108.24106323242188,48.473613052368165,42.46887649536133,54.75855224609375
2021-07-13,128.70162460327148,243.22836944580078,168.17808898925782,239.19839965820313,38.57925827026367,59.24185028076172,113.5340362548828,95.0337255859375,90.25526611328125,122.19279983520508,207.73319915771484,82.45182067871093,119.53637008666992,146.74417419433593,50.13285682678222,206.20056640625,330.8843249511719,175.26861846923828,251.1652102661133,68.77723495483399,135.1299676513672,171.09851745605468,136.01113342285157,126.5937109375,111.5445329284668,65.87821083068847,106.4301515197754,30.952856483459474,56.74845993041992,108.3466096496582,48.45544960021973,42.43674118041992,54.83848686218262
2021-07-14,129.03311080932616,243.7911962890625,168.47327911376954,238.98359954833984,38.55074485778809,59.272752380371095,113.34492202758788,94.99279266357422,90.30802947998046,122.19539993286133,207.487529296875,82.37386276245117,119.75803009033203,146.7932516479492,50.173103713989256,207.1936376953125,331.3847943115234,175.36796936035157,251.77516021728516,68.76607482910157,135.688212890625,172.09842193603515,136.1929495239258,126.64937347412109,111.74608108520508,65.85969459533692,106.51577194213867,30.980349884033203,56.68581069946289,108.44182815551758,48.439027633666996,42.42869781494141,54.8663370513916
2021-07-15,129.44359573364258,244.4181057739258,168.7926089477539,238.76619934082032,38.51350662231445,59.30096046447754,113.10835739135742,94.92958236694336,90.38172958374024,122.12439987182617,207.21872039794923,82.3305339050293,119.99130004882812,146.80944915771485,50.22287124633789,208.0481576538086,331.90624145507815,175.44972412109374,252.4355111694336,68.79465270996094,136.27801971435548,173.02048889160156,136.42160766601563,126.7356706237793,111.96830673217774,65.84588325500488,106.61598663330078,30.988988456726073,56.630573501586916,108.5526023864746,48.41500991821289,42.416745834350586,54.87726333618164
2021-07-16,129.80801361083985,245.07224212646486,169.09569915771485,238.55739959716797,38.45207145690918,59.256271286010744,113.00189422607421,94.76787689208984,90.49524963378906,122.06139999389649,206.98354614257812,82.25007705688476,120.21593002319337,146.72189361572265,50.2744596862793,208.83292358398438,332.4284875488281,175.43923858642577,253.11611419677735,68.87933883666992,136.819356842041,173.76037414550783,136.6621206665039,126.86735595703125,112.24516052246094,65.73068801879883,106.72351150512695,30.94422134399414,56.60042381286621,108.63595336914062,48.387919158935546,42.387632598876955,54.827557678222654
2021-07-19,130.06261245727538,245.78215728759767,169.3389193725586,238.10099975585936,38.36068016052246,59.16071243286133,112.91295379638672,94.5574348449707,90.57230651855468,121.93179992675782,206.64193786621092,82.10153656005859,120.3701400756836,146.48383361816406,50.30385925292969,209.62940826416016,332.76672912597655,175.3801727294922,253.66015014648437,68.94235214233399,137.29750442504883,174.61092193603517,136.8715283203125,126.9663542175293,112.480927734375,65.56176521301269,106.74303115844727,30.86879997253418,56.553899154663085,108.5605714416504,48.339998168945314,42.32082153320312,54.73231803894043
2021-07-20,130.37648056030272,246.46699493408204,169.6204992675781,237.734599609375,38.28029762268066,59.072760314941405,112.83701354980468,94.33950271606446,90.6410122680664,121.78399993896484,206.37639587402344,82.028515625,120.54240020751953,146.2865655517578,50.33564697265625,210.41342742919923,333.2178509521484,175.3667428588867,254.19610626220702,68.99905776977539,137.72829483032226,175.3702407836914,137.08130615234376,127.05115676879883,112.71513702392578,65.38388809204102,106.80968353271484,30.782603607177734,56.50651641845703,108.5952719116211,48.29729042053223,42.28909553527832,54.63246780395508
2021-07-21,130.74174072265626,247.07969451904296,170.01520904541016,237.52679962158203,38.21667762756348,58.9920979309082,112.74847381591798,94.18850387573242,90.64832794189454,121.6263998413086,206.1830941772461,81.99634948730468,120.80163024902343,146.1482550048828,50.37337715148926,211.25416717529296,334.022197265625,175.27834869384765,254.87557037353517,69.0266130065918,138.2123762512207,176.39797119140624,137.25898315429689,127.07973526000977,112.92566116333008,65.21891151428223,106.91198715209961,30.724022026062013,56.45591796875,108.63867782592773,48.24735321044922,42.274165573120115,54.56221572875977
2021-07-22,131.15307693481446,247.7415573120117,170.4293292236328,237.36659942626954,38.15264739990234,58.91175239562988,112.75200225830078,94.07039871215821,90.65329971313477,121.5363998413086,205.9923239135742,81.94930419921874,121.1000001525879,146.0236087036133,50.42040969848633,212.11835357666016,334.91445068359377,175.22295471191407,255.6661212158203,69.07223861694337,138.73295455932617,177.45435333251953,137.45542572021483,127.11105392456055,113.16610778808594,65.02813354492187,107.09176986694337,30.663887710571288,56.41723136901855,108.70320449829102,48.21405349731445,42.261288452148435,54.515457763671876
2021-07-23,131.66089736938477,248.57130920410157,170.93402923583983,237.38139953613282,38.09100944519043,58.870232849121095,112.78416610717774,93.94114730834961,90.72868423461914,121.49299987792969,206.01045196533204,81.93689392089844,121.56005020141602,145.91372619628908,50.48249099731445,213.12212188720704,336.25782592773436,175.2767889404297,256.66649749755857,69.18513336181641,139.37773086547853,178.61288391113283,137.71489379882811,127.20686157226562,113.46623092651367,64.87666427612305,107.39700454711914,30.59600326538086,56.419851303100586,108.83636337280274,48.18175880432129,42.24169296264648,54.461713027954104
2021-07-26,132.1338655090332,249.3510314941406,171.47237915039062,237.44559967041016,38.02513679504395,58.89178497314453,112.8184130859375,93.86157150268555,90.75694229125976,121.36899978637695,205.97475189208984,81.93192535400391,122.01171020507813,145.74773315429687,50.536909637451174,214.05748626708984,337.60040100097655,175.2723373413086,257.576237487793,69.27232513427734,139.99361251831056,179.73732025146484,137.9329379272461,127.27115905761718,113.74704956054687,64.81641067504883,107.69073181152343,30.554584045410156,56.395843505859375,109.01248352050781,48.140956497192384,42.21575241088867,54.447022705078126
2021-07-27,132.51428771972655,250.12185363769532,171.875869140625,237.3215997314453,37.94681823730469,58.90065933227539,112.91302795410157,93.72650207519531,90.81596237182617,121.26779968261718,205.9213558959961,81.91089172363282,122.37133010864258,145.53160308837892,50.5909903717041,214.97540954589843,338.63670166015623,175.22999237060546,258.3371887207031,69.36816802978515,140.55449325561523,180.72926116943358,138.1630615234375,127.34075439453125,114.02909530639648,64.73369476318359,107.97049896240235,30.487897148132323,56.38563110351563,109.09794509887695,48.109402084350585,42.18178695678711,54.39435287475586
2021-07-28,132.8826985168457,250.8733724975586,172.2357992553711,237.3933999633789,37.864243011474606,58.907156524658205,112.97552383422851,93.57792282104492,90.87319412231446,121.15779968261718,205.8823727416992,81.90965362548827,122.80429000854492,145.30791717529297,50.63714729309082,215.9632876586914,339.7918762207031,175.1365832519531,259.14976165771486,69.48652160644531,141.12334579467773,181.79557067871093,138.37403381347656,127.37629486083985,114.29056854248047,64.67283386230469,108.18612518310547,30.40034019470215,56.37756874084473,109.1712841796875,48.08234008789063,42.13718391418457,54.3232307434082
