Date,AAPL_ma50,AMT_ma50,AMZN_ma50,BA_ma50,BAC_ma50,BHP_ma50,COR_ma50,CVX_ma50,DUK_ma50,DVA_ma50,ECL_ma50,GE_ma50,GOOGL_ma50,JPM_ma50,KO_ma50,LLY_ma50,META_ma50,MMM_ma50,MSFT_ma50,NEE_ma50,NKE_ma50,NVDA_ma50,PEP_ma50,PG_ma50,PLD_ma50,RIO_ma50,SBUX_ma50,SLB_ma50,SO_ma50,SPG_ma50,VZ_ma50,WFC_ma50,XOM_ma50
2020-03-30,71.1870524597168,211.8851025390625,97.30782943725586,262.57054443359374,26.175222396850586,34.42856128692627,83.58097213745117,79.06633911132812,77.94887199401856,79.16459991455078,179.6719023132324,64.43668952941894,67.3278800201416,105.09393127441406,47.269247665405274,130.03216339111327,191.64026641845703,127.72061096191406,159.21664642333985,57.52418251037598,87.40925918579102,63.31092247009278,120.21172225952148,108.05967315673828,78.26847793579101,34.058526878356936,72.82149444580078,24.7446439743042,53.63983840942383,90.54126754760742,45.65374397277832,36.620678749084476,42.47567901611328
2020-03-31,70.87649108886718,211.60088745117187,97.39282943725586,259.1086880493164,25.93523006439209,34.14598400115967,83.54003875732423,78.36786231994628,77.74642860412598,79.0963998413086,178.9208885192871,63.961731872558595,67.01031005859375,104.24004425048828,47.05382202148437,130.02950714111327,190.53463958740235,126.99546539306641,159.0442956542969,57.471942291259765,86.9966423034668,63.38302574157715,119.85070175170898,107.77599029541015,78.03056427001952,33.884875450134274,72.31600303649903,24.293965663909912,53.42735069274902,89.10512077331543,45.550782470703126,36.26066650390625,41.9925952911377
2020-04-01,70.51119049072265,211.0611145019531,97.40852951049804,255.4923565673828,25.676905975341796,33.86425277709961,83.45251724243164,77.6417000579834,77.46986930847169,78.95039978027344,177.99589889526368,63.39443016052246,66.63015998840332,103.30975524902344,46.79674194335937,129.95825714111328,189.299150390625,126.24636413574218,158.7754653930664,57.3018473815918,86.51570846557617,63.35949592590332,119.44367126464844,107.48593444824219,77.64035079956055,33.70126033782959,71.7730305480957,23.852539939880373,53.13251182556152,87.52422332763672,45.43173332214356,35.86652057647705,41.518092727661134
2020-04-02,70.15999565124511,210.79975280761718,97.43989944458008,251.81430801391602,25.43126289367676,33.60259010314942,83.3059538269043,77.0486856842041,77.21544486999511,78.74539978027343,177.15899276733398,62.845558166503906,66.26332008361817,102.4381411743164,46.564284591674806,129.9838137817383,188.03788848876954,125.59992477416992,158.5827865600586,57.15556632995605,86.05396102905273,63.38695152282715,119.11219650268555,107.28374145507813,77.32024780273437,33.53627368927002,71.27389266967774,23.43994825363159,52.87300056457519,85.94369354248047,45.34759468078613,35.49087936401367,41.096669082641604
2020-04-03,69.78419219970704,210.5271453857422,97.46190948486328,247.9864993286133,25.1801623916626,33.33114040374756,83.12749114990234,76.43548347473144,76.89092704772949,78.44579971313476,176.1920344543457,62.226567611694335,65.87133010864258,101.52315750122071,46.32585456848145,129.9682537841797,186.72767883300781,124.88917037963867,158.34290252685548,56.98654953002929,85.59578155517578,63.343104400634765,118.78897048950195,107.10425964355468,76.93368057250977,33.379009590148925,70.71647384643555,23.03951910018921,52.56623916625976,84.38674125671386,45.254125061035154,35.103449974060055,40.66259029388428
2020-04-06,69.51556350708007,210.48470336914062,97.59785949707032,244.5391131591797,24.964107513427734,33.11369979858399,83.08505355834961,75.93119590759278,76.65175727844239,78.20219970703126,175.42449264526368,61.67650650024414,65.58835006713868,100.76516387939454,46.14021995544434,130.02991760253906,185.68098937988282,124.28755401611328,158.35601135253907,56.85968116760254,85.26727874755859,63.43315071105957,118.59604354858398,106.97150466918946,76.65942077636718,33.25566837310791,70.27788757324218,22.676713199615477,52.33846740722656,82.9839402770996,45.19653106689453,34.770906372070314,40.25629680633545
2020-04-07,69.27764671325684,210.30876953125,97.78111953735352,241.07616363525392,24.77403606414795,32.91586837768555,83.08626205444335,75.45989143371582,76.39627540588378,78.00139968872071,174.7139225769043,61.13502914428711,65.33917999267578,100.04815841674805,45.955261306762694,130.11100799560546,184.7611654663086,123.79329132080078,158.38787841796875,56.69168785095215,84.9640138244629,63.52770156860352,118.40480926513672,106.7375080871582,76.41907608032227,33.159584846496585,69.91674301147461,22.36178237915039,52.10089797973633,81.73891014099121,45.14939392089844,34.44927513122558,39.887966270446775
2020-04-08,69.02958976745606,210.52768951416016,97.97086959838867,237.71980926513672,24.600660552978514,32.726386833190915,83.07888778686524,75.06110832214355,76.23036720275879,77.88259963989258,174.19998306274414,60.59112503051758,65.09567993164063,99.35416244506835,45.80167449951172,130.25637145996095,183.8918878173828,123.53983215332032,158.3902066040039,56.55074188232422,84.67937210083008,63.62302299499512,118.24629760742188,106.53955276489258,76.26331420898437,33.06179134368897,69.61065704345702,22.061861000061036,51.910046615600585,80.55161186218261,45.10273956298828,34.15005996704102,39.563650856018064
2020-04-09,68.7585440826416,211.00216796875,98.15562957763672,234.35430145263672,24.456941032409667,32.541371459960935,83.04751602172851,74.64680183410644,76.13697257995605,77.71739959716797,173.86631637573242,59.878720626831054,64.84554992675781,98.81523727416992,45.66893257141113,130.38002685546874,182.93210632324218,123.32560501098632,158.343095703125,56.46370452880859,84.43423370361329,63.71051338195801,118.11860137939453,106.35119644165039,76.19128372192382,32.99100818634033,69.38158126831054,21.751130084991456,51.7548429107666,79.44699478149414,45.07905410766602,33.90529434204102,39.236275062561035
2020-04-13,68.51543464660645,211.28517517089844,98.45381958007812,230.87314514160155,24.28775577545166,32.3570040512085,82.98991958618164,74.22550621032715,75.98144752502441,77.53599945068359,173.40124771118164,59.177370147705076,64.60170989990235,98.16503402709961,45.46722732543945,130.42708587646484,182.23804260253905,123.07973907470704,158.2119384765625,56.31643051147461,84.17595748901367,63.83104393005371,117.90470764160156,106.17008438110352,76.02800369262695,32.923602714538575,69.12959197998048,21.425102882385254,51.542728881835934,78.3527668762207,45.045582885742185,33.61718406677246,38.891930809021
2020-04-14,68.40948204040528,211.7281979370117,98.7284196472168,227.3653936767578,24.126821670532227,32.212521362304685,83.07015350341797,73.86958351135254,75.87513694763183,77.47499938964843,173.11802444458007,58.499374542236325,64.43415992736817,97.52922546386719,45.308731155395506,130.65787048339843,181.76374572753906,122.96065948486329,158.28781860351563,56.205116271972656,84.01161575317383,64.06855377197266,117.85706329345703,106.1037971496582,75.97428802490235,32.88205043792725,68.93129653930664,21.101156368255616,51.35990684509277,77.34881591796875,45.03472816467285,33.323838996887204,38.585135002136234
2020-04-15,68.294888381958,211.99035675048827,99.03189971923828,224.00237335205077,23.935497016906737,32.042721366882326,83.12709716796876,73.4924324798584,75.7193058013916,77.41579940795899,172.61382278442383,57.791811294555664,64.20886001586913,96.79115325927734,45.12394142150879,130.8643649291992,181.21992248535156,122.79243637084961,158.24875762939453,56.07658912658692,83.74380172729492,64.27114227294922,117.74053298950196,106.0333445739746,75.89140960693359,32.81652072906494,68.6907405090332,20.763113346099853,51.1192578125,76.24690498352051,45.02655967712403,32.99589889526367,38.26888484954834
2020-04-16,68.14174186706543,212.26934478759765,99.3904197692871,220.3659826660156,23.71854633331299,31.85504440307617,83.10012512207031,73.0640731048584,75.5822957611084,77.33539947509766,172.03143692016602,57.012889022827146,64.02087997436523,95.95707473754882,44.925589370727536,131.09211120605468,180.54903442382812,122.6090396118164,158.19880950927734,55.95953773498535,83.45978729248047,64.50893310546876,117.62230194091796,105.95800231933593,75.81075744628906,32.7326681137085,68.42441818237305,20.40133113861084,50.88844657897949,74.94635665893554,45.0264005279541,32.63750492095947,37.94316295623779
2020-04-17,67.95697654724121,212.6092663574219,99.72554977416992,216.89396545410156,23.515657081604004,31.679010162353517,83.06509582519531,72.69906196594238,75.47878807067872,77.25519958496093,171.51445755004883,56.27339294433594,63.85383003234863,95.22282501220702,44.7440209197998,131.29468170166015,179.93228881835938,122.36717315673827,158.1831848144531,55.87266014099121,83.26112686157227,64.71678520202637,117.51902450561523,105.91960662841797,75.77896118164062,32.655799293518065,68.23176742553711,20.04408073425293,50.702702331542966,73.64403434753417,45.02573616027832,32.287246780395506,37.63944355010986
2020-04-20,67.7252938079834,212.825263671875,100.06892974853515,212.97795318603517,23.299369926452638,31.488384475708006,83.0185971069336,72.28692558288574,75.32029136657715,77.14419952392578,170.87120010375978,55.48220573425293,63.63901000976563,94.42606979370117,44.53297309875488,131.50766021728515,179.28078002929686,122.06917419433594,158.02752014160157,55.739019546508786,83.0290608215332,64.88099395751954,117.36163223266601,105.80115936279297,75.70932342529296,32.56542316436767,68.03230178833007,19.69575889587402,50.48722892761231,72.299361038208,45.014718780517576,31.921116828918457,37.31611949920654
2020-04-21,67.47337409973144,212.90254760742187,100.31776977539063,209.00938720703124,23.06859634399414,31.289656295776368,82.90555786132812,71.85161506652832,75.15235786437988,76.96799957275391,170.20241470336913,54.702082824707034,63.37206008911133,93.58947189331055,44.2981079864502,131.64046844482422,178.45106048583983,121.78367462158204,157.72719665527345,55.58991310119629,82.76106353759765,64.97104415893554,117.12130996704101,105.68524780273438,75.6482127380371,32.47225284576416,67.7799772644043,19.339444885253908,50.27898384094238,70.94791580200196,44.97435577392578,31.54236171722412,36.99579975128174
2020-04-22,67.2517374420166,213.09021362304688,100.54734970092774,204.85615783691406,22.83928005218506,31.105374145507813,82.77882736206055,71.44906471252442,75.01409965515137,76.7611996459961,169.63503189086913,53.905966415405274,63.12181015014649,92.7479640197754,44.05873603820801,131.8667138671875,177.83611297607422,121.53023681640624,157.44429412841797,55.484379348754885,82.55047790527344,65.08734039306641,116.905849609375,105.5626351928711,75.5392790222168,32.40663249969482,67.59432495117187,18.996453762054443,50.09603515625,69.54722854614258,44.948191528320315,31.164147605895995,36.70500026702881
2020-04-23,67.03434333801269,213.0062112426758,100.79599975585937,200.7632992553711,22.60979190826416,30.923470230102538,82.64819885253907,71.06250175476075,74.82864402770996,76.45819961547852,169.0791163635254,53.128307495117184,62.88292015075684,91.90274322509765,43.811390228271485,132.17765197753906,177.395380859375,121.2506314086914,157.2028335571289,55.349507369995116,82.3126414489746,65.16846893310547,116.64078491210938,105.49084732055664,75.38216354370117,32.33180522918701,67.36668029785156,18.6671746635437,49.906320571899414,68.17275581359863,44.94045913696289,30.777096061706544,36.42643283843994
