Date,AAPL,AMT,AMZN,BA,BAC,BHP,COR,CVX,DUK,DVA,ECL,GE,GOOGL,JPM,KO,LLY,META,MMM,MSFT,NEE,NKE,NVDA,PEP,PG,PLD,RIO,SBUX,SLB,SO,SPG,VZ,WFC,XOM
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,-0.009305984936392009,-0.03397333150323156,-0.04460045543160707,-0.008219581110945007,-0.0004084425762881372,0.017981028283607037,-0.02494594391114946,-0.01212318664449441,-0.02931129318897374,-0.022750770155286815,-0.028374926319892024,0.007042115832472273,-0.024778648460174746,-0.012762985658020365,-0.02047007537910006,-0.0318948019976939,-0.026863754835194875,-0.01672646715458237,-0.029614293228729327,-0.030843180585963137,-0.036260980049967584,-0.01959706811613582,-0.009477895816044524,-0.0400453778730393,-0.043681127794188646,0.01028269714040686,-0.013314935177647813,-0.001279141569436315,-0.028100636244034805,-0.042045282758716995,-0.019796686837914912,0.0015041449024135733,-0.02037577659059009
2018-12-18,0.012992278892013154,0.008512351527881545,0.020099752835132323,0.03773764854446626,0.0,0.009150779142255594,-0.009870387114468637,-0.024099440520164328,-0.004881274369650912,-0.028571409348968402,-0.0043434660015007065,0.01818175549936285,0.017315857595548767,-0.004747061587735191,-0.00020683856278080892,-0.01716499685895667,0.02475213434572332,0.009024041056681531,0.010496513001319041,0.001992500231092764,0.017882918783756363,0.023401337577346082,-0.009125361860357728,-0.0030183915624797386,0.018043077222869464,0.012934778342263087,0.006980048164614283,-0.03098619032373018,-0.01021752832093381,0.00011429864259770994,-0.00536214568668103,-0.0019307371309553734,-0.027552597495134168
2018-12-19,-0.031191387049825714,0.0014171294863611905,-0.03635238334743507,-0.025940454439494443,-0.0118511817537299,-0.005904704932224503,0.0009183865729309737,-0.017405021860925296,-0.004905434354887883,-0.030864210356307153,-0.010537886220302384,0.053645203939774566,-0.007619303747302575,-0.012685031021523074,-0.00869199357067818,0.02450688536373069,-0.07253233226896172,-0.02364285387673093,-0.0026929272492356437,-0.008409150937825127,-0.030639377054107575,-0.05737031052336927,-0.01609437939501346,-0.007892529850882624,-0.02203429464258022,-0.010466808701100061,-0.013247077143759944,-0.0013210354033521554,-0.0054909351444224486,-0.01742860972532656,0.0037736834604120695,-0.018272000330362026,-0.01694437221970735
2018-12-20,-0.025234795026590873,-0.006152473845153161,-0.022908494210543306,-0.020341238240014325,-0.002895108675807001,-0.007849096969793412,-0.0404927440981806,-0.026430328610689724,0.010432347688995147,-0.04046458981250023,-0.011599482048449294,-0.02872068602808564,-0.011473122457215323,-0.008633901317554704,-0.007515659422354992,0.0016498135731162211,0.0012007664544784191,-0.01358177941361649,-0.021024195360741293,0.0022351267185789503,-0.02087895937460793,-0.024619217761473466,0.0015447836771693702,-0.008500384300630826,-0.014367228733319526,0.009942903885172827,-0.0298158033308209,-0.04207490341103437,-0.004196138936285454,-0.02256455372551114,-0.014142526459845928,0.008101768005465138,-0.030375824048293643
2018-12-21,-0.03889539719056545,-0.021914155690757164,-0.0570771264386426,-0.027152039099144987,-0.030692369791282426,0.007056024889871226,-0.016935397497852,-0.007334912741946087,-0.005332564163865405,-0.02733310215762008,-0.012010166377539377,-0.03897849450662827,-0.031585236669392724,-0.023639302353584135,0.0006311107236727231,0.0011894052200722705,-0.06334330138335897,-0.01937238713554279,-0.032311961901109854,-0.0045741020896779006,0.07167208413982928,-0.04093251378984075,-0.0071683277375930166,-0.00010985220042480925,-0.024846885666212404,0.0004189354291410652,-0.012228538659852406,-0.01381169972743923,0.0,-0.01898022364134133,-0.0027237344910293615,-0.019982594938237175,-0.007431040255072463
2018-12-24,-0.025874306512022938,-0.027974363853416895,-0.024313035987901577,-0.03411596710461118,-0.027385797979032844,-0.018471523304056325,-0.01694887681871693,-0.03089914839769181,-0.04288770912675077,-0.021878766745579314,-0.04209513470837856,-0.032167888301811054,-0.00663805428850095,-0.02155689315794207,-0.03384493973788427,-0.0244013495155474,-0.0071228834465927315,-0.027918365391851552,-0.041738854538164616,-0.03463333230046983,-0.05900262793318278,-0.019217290808101084,-0.030981393649589628,-0.039683414661947025,-0.049770779077352056,-0.008165919637570185,-0.013520104457900861,-0.014286155935087419,-0.045908041496367624,-0.025594464518322146,-0.03404972678261542,-0.033688124998521696,-0.038314833741631915
2018-12-26,0.07042163433090987,0.03136031443506626,0.09445222040160872,0.06720833668313753,0.060712682982418054,0.04477624670205538,0.0322214984017033,0.06337254834789752,0.01596909388383483,0.04288939405337766,0.035750595082276515,0.06791899817224012,0.06416363461254915,0.04145871813144453,0.021323068894549158,0.04065566915774732,0.08157345093811652,0.042772042795618415,0.06830999422711237,0.013446002229600351,0.07210003826473566,0.047371560193984585,0.02169202759770883,0.031249607265376067,0.03628897866627634,0.03652093339876128,0.04161181341015441,0.040352556076719726,0.014411506891661707,0.03734603299016337,0.026201620378107027,0.04564210101166699,0.04777878701006477
2018-12-27,-0.006490047230358842,0.00679228939646892,-0.006295430662189294,0.01022528971687553,0.010784187402800738,-0.007246549280041981,0.006708662700989132,0.017972123623955838,0.008328497411285163,-0.0027548089431156386,0.014492860102682803,-0.016237877605031814,0.0048193657085358055,0.011254626819901192,0.012568866005956414,0.01620326299482988,0.002533952620015212,0.023837690085994456,0.006165453736284521,0.010684794612614734,0.009039831100506435,-0.014500361134049844,0.010061643507501383,0.02142321454029439,0.000517597021262306,-0.016089500428736025,0.0019022136750350693,-0.007648176178169264,0.0071038720531402255,0.004020032381502281,0.01304223213831901,-0.0013161189307999699,0.004370742969801666
2018-12-28,0.0005124544160737265,0.0014502293092089058,0.011206593086295902,-0.0023965340967383453,0.0008203941292326267,-0.00062553435644086,0.00584798010524934,-0.006128858370354373,0.0018613065800976436,-0.0061168384258939446,-0.0036578307158618983,0.03301224224737265,-0.005907509189293725,-0.002163714264145633,-0.006942828902050224,0.011604138942626685,-0.009812686203544474,-0.00697422181833085,-0.007807999022448886,0.0032526263896848207,-0.004479203580475377,0.018906730244449,0.008590789948002886,-0.00912841020482058,0.008448058806096004,-0.002069962565849237,0.0030062597987552397,0.007431945377428306,0.0,0.004601680199826763,0.002175681578169719,0.00549107203900534,-0.011169104268966668
2018-12-31,0.009665419555196841,-0.004029337797077592,0.016204139597652434,0.019343904473781093,0.010250078249794736,0.0077212206493659785,0.005949111117528272,0.0012886295885592425,0.0020903135195107225,0.021639868487229874,0.020641581403722853,0.007989293783934093,-0.0016432631894758298,0.00815853213771911,0.0031780940158927518,0.013309984265494679,-0.01584090994838039,0.006178283222784131,0.01175421370589147,0.006368801296193771,0.010908081736618058,-0.0011220370328605123,0.001087561936182757,0.008115819818593772,0.003932518161140708,0.005600392946251143,0.01593313696797849,-0.014207825008867192,-0.0006827684333717832,-0.0006543716765023966,0.017188469883782753,0.006553088095289761,0.00029336259470835735
2019-01-02,0.0011413240751869669,-0.009166152991430199,0.024740760502233394,0.004062002335084136,0.012986964963535685,-0.008904550222978869,0.0006719919879669689,0.01746478783658989,-0.01854028088698545,0.005246802614987667,-0.016491470765762406,0.06340819485932059,0.009301792428722644,0.017311741107062018,-0.008870054368003366,-0.007258920591721285,0.03501418316086391,0.002151844030283012,-0.0044305894527277845,-0.022954830679503213,-0.0010794183226369158,0.02037406460521063,-0.010861880511458866,-0.006962721273122696,-0.028780795473412057,-0.023308459720222774,-0.0012422594150247601,0.031042285282881332,-0.004553495663990548,-0.017738764132678275,-0.0035573888021719346,0.018662934420762056,0.021997346073193036
2019-01-03,-0.09960776558225382,0.005996930080502061,-0.025241497784936007,-0.039868996920746747,-0.016025430425633203,-0.030714504607964765,-0.014506298504778026,-0.019152661301539142,-0.0003540957598487937,-0.014498356981187288,-0.02332311368915041,0.0012423081986547846,-0.027695653513747476,-0.014211839118220992,-0.00617974670911392,-0.03107591855007319,-0.02903889670700821,-0.0376538471013923,-0.036787866712718276,-0.0024732430702965047,-0.017688210180909825,-0.06041684871466768,-0.009333569748650405,-0.007011254300297365,-0.008065850373308203,-0.014783510570278824,-0.04337686770083038,0.01075271114149201,0.014180981930185688,-0.0008488685950167607,0.003570088996791787,-0.00788209587336508,-0.015353650087865822
2019-01-04,0.04268964034113476,0.003995624904765904,0.05006399867375011,0.05204232530789521,0.041531087765737995,0.06100452335390205,0.011585135726553952,0.02072381779872412,0.008267549398406127,0.059238926733642616,0.03624419038220328,0.021091749391149772,0.0512935754971342,0.036865611754800076,0.01994023144341872,0.030096218110260864,0.047138277862690314,0.041140668035723804,0.04650911985738193,0.01841721263656204,0.026117259746706756,0.06406769146215296,0.02050612158622256,0.020410235024414414,0.025278476913877856,0.055734332378147844,0.033154598160765936,0.03962746740439593,0.008344605587344178,0.015224037419141467,0.002490163277598656,0.029632673936122567,0.036869828900377266
2019-01-07,-0.00222600601611056,0.006190152028896279,0.03435341415874271,0.00314909822063858,-0.000782181029069684,0.005282240980807096,0.007140523171730528,0.012994281544876918,-0.004217132350001984,0.006851832071940178,0.0029317875890997325,0.06196838722189901,-0.001994270682543764,0.0006950971186561183,-0.013033594733421583,0.0054073847096896,0.0007249386537135916,-0.0022997237555366645,0.0012753329290171589,-0.0014491938472100951,0.014333025205331085,0.052940476349105925,-0.008598781663584854,-0.00400005878698706,0.016206871015727264,0.008933998920916286,0.0,0.027628816286859648,-0.002236784054867491,0.010514801081198621,0.006387535979128556,-0.006465005172115457,0.005200177227149938
2019-01-08,0.019063174615403966,0.01130065467337027,0.01661235994563981,0.03785318294671325,-0.0019561769844506083,-0.0030314080541915533,0.010702856190987875,-0.004365209268433645,0.012586667915532201,-0.0057016289255793495,0.012168859344900751,-0.02059512476552816,0.008783177835046674,-0.0018854319119244733,0.01128868332330013,0.009194732898715197,0.03245199861557024,0.004191080433982641,0.0072507533808483515,0.007313512680140244,0.013338778847667099,-0.024895366213426917,0.00958643684854077,0.0036906452670155687,0.0332540423086658,0.012276000750165217,0.0007866743829008094,0.012446850448434965,0.02846933091894699,0.0238858238484283,0.029266495479773225,-0.002099110146436489,0.0072706448695405435
2019-01-09,0.016981723191280773,-0.008753230011930846,0.0017143547179709895,0.009690790069527111,0.009800225646194427,0.005473215837685563,0.010191674425255037,0.013420702733786039,-0.014753300262889013,-0.002589774339422646,-0.0012093364285463704,-0.0070091488235572985,-0.0034274177392328298,-0.0016903839411410715,-0.019165990895598117,0.00747801123182823,0.011927300833163068,0.00323484288379583,0.014299712029475664,-0.004321684193463904,-0.0018244852345231655,0.01966688043750464,-0.02794357020069005,-0.01633121301709628,0.006732419840742576,0.01073557428312566,0.004086691548554899,0.014015325524101119,-0.008500541524325111,0.0013857210258303443,-0.012582856301022849,0.0054692790120838275,0.005274873328911411
2019-01-10,0.0031962651541996845,0.013652411532802278,-0.0019284287379283116,0.02553586402307695,-0.0011647786629997992,-0.0004204301509886932,-0.004192640621311194,0.0015890141926990786,0.005423579005535251,0.022997064550735802,0.006186450062206417,0.05176481598422389,-0.0026071065342503363,-9.973770748206157e-05,0.0107366361261938,-0.010835277851323988,-0.0002080015132004398,0.006760139247110386,-0.0064258549086565475,0.015047105748402512,-0.0022197062021741543,0.018586128001097713,0.006139691703803685,0.0024185034097028435,0.017452344628368754,-0.004917413582098962,0.004852716078078245,0.0099417028904909,0.018685616722001086,-0.0004034066505145262,0.009640881663445455,-0.0010463208384186018,-0.0051091218006452666
2019-01-11,-0.009817921191468626,-0.0028420404458052717,-0.009455231305329326,0.0008223704719745317,0.011659683278855804,-0.007151774939082034,0.0073683380204181415,-0.008020985860397012,-0.00774003289841918,0.01649745920829271,-0.0004008310095384715,0.0,-0.013310758837012271,-0.004781267072407225,0.005736043270323954,0.002070093356772995,-0.002773859871666895,-0.007179856387195538,-0.0077218778302849955,0.0018246537879869074,-0.004972157415697009,0.02478836591227207,9.269369768838409e-05,0.006581316595916542,-0.00032067005516400737,-0.0015814012104682362,-0.00716617894324123,0.0021609382247469444,0.005826555949583145,-0.0057687285900470675,0.007291541072629304,0.002513260108219173,-0.0045800917729842405
2019-01-14,-0.015037267052179781,0.0,-0.014232985793521946,-0.007197504781946584,0.013061786585978785,-0.0012712486825517955,0.003918520705387563,-0.007286395085748021,-0.01122805736043797,-0.0019618443187136014,-0.005415709161716742,-0.004474314915136612,-0.01217505083957604,0.010309087241900272,-0.00401363641326824,-0.012910874450013932,0.011056938170012964,-0.00020803492460308437,-0.007295649999224829,-0.02549676306007853,0.0006573024468647937,0.01081776312478766,-0.007766307768428349,-0.0067560042214344085,-0.0001603864587166326,0.0007919215702199001,-0.005648904141868805,-0.010062492629338893,-0.009654605253116344,-0.009341445744109222,0.00017226216256482907,0.01148954191857876,-0.0012549263537584565
2019-01-15,0.020466821601774265,0.01022313687784071,0.035462313843586335,0.005365886978607737,0.006825856580338963,0.008273295394341407,0.00520430111218495,0.003580305789184557,0.01769079062313539,0.014474649509345072,0.008537655805788358,-0.01910121265536857,0.03328546535453447,0.007331363238150201,0.008907967274566886,0.02101498743401864,0.024485878602842126,-0.01680823815992527,0.02900521916633747,0.020381956331598117,0.023524823368711978,-0.003789127964901162,0.015560780238946137,0.009434928133201126,0.01379314247683272,0.0027695950546013925,0.011204159631492017,0.009680672534666979,0.013647968894825002,0.0028697368098367093,0.0012063940674338358,-0.01548953043738921,0.0005585229836788663
2019-01-16,0.012216512507844834,0.004477085696274585,0.005505997778829874,-0.0005108992736670981,0.07156325162299093,-0.0039974469220722675,0.0005175435413256047,-0.006421764985103939,0.0015267445837474636,0.008807468662467066,0.0015326548674947649,0.028636841468291152,0.0027610921175773573,0.008064294031109975,-0.013664307407562082,-0.0024766802565105994,-0.009466282291659134,0.0028580822797994454,0.0035236071484252562,-0.0002287713910869016,-0.002568230421678974,-0.006872764781431395,-0.0059637032813043556,-0.0069556270992928715,0.005220477514635835,0.003945547065854038,-0.004837702799133425,-0.011265494936394838,0.0017096974827803813,0.009694733216239149,-0.017556074863358417,0.02664121110559492,-0.00041862371867595893
2019-01-17,0.005937654778926049,0.0036636157099454447,0.005606434395265758,0.019968174242010583,0.018980743527850175,0.010773095259547949,-0.015782726657008195,0.00502718952543324,0.004339025135597252,-0.009603618520418356,0.015040826158653653,0.01781761437568563,0.008820535803381269,0.004097628267237363,0.0029840056949876903,0.020205571609680728,0.005151190095220581,0.011769254418338315,0.0070223171064716094,0.004636961615434476,0.018666083299699432,0.019349657104101192,0.008122630218342364,-0.00014342851366477838,0.008026640336940671,0.015130563895046745,0.007997450113422566,0.0029093328216172054,0.004267201491952033,0.0021979267034051286,-0.004379813490972051,0.005925792389369411,0.006839736491145665
2019-01-18,0.0061595663802531675,0.0017640721030744988,0.0017598946424279838,0.01570630212092805,0.01069319591381257,0.003970825047102222,0.049684809281434594,0.021525566986222433,-0.0004669824378520371,0.011459761939222046,0.0129817575620097,-0.008752816804829977,0.007442324535799516,0.016226243182094313,0.01168704049990632,-0.021567663806324244,0.01173289326013971,0.02164703782376498,0.014982883303747974,0.00341916573416845,0.016681467279952678,0.0343394227820899,0.007782395525793628,0.008605228490362382,0.010148346152493826,-0.00038708488633887317,0.0065338887600492335,0.0812179653474312,0.003186852771291271,0.003982338296996124,0.0045751238891293955,0.01584412642276911,0.011923073184676669
2019-01-22,-0.022446069717381056,6.062971498721481e-05,-0.03774908655967102,-0.01872617959879641,-0.007167174089452555,-0.034762623523370006,-0.0018786604657310413,-0.017749743572335053,0.00011704931197820123,-0.009063978864302658,-0.01022664920497074,-0.044150167985638755,-0.025891847806502666,-0.015776010926461637,0.0023106706345059624,0.004288418661872351,-0.016462140009991244,-0.018380520996271965,-0.018846919659791572,0.00732568714350279,0.003729032206370775,-0.05199752102027033,-0.0014536080043942023,-0.01071965766089844,0.0012364841809471283,-0.025755109356318973,0.01066453665579381,-0.017214086113166438,-0.003176729003662393,-0.004024263149882801,-0.0017515491209526557,-0.0029995369937708682,-0.015070740083431344
2019-01-23,0.004044186590802967,0.0067403052931835905,0.004809570602366753,0.0019837244386848862,-0.0058439780753128945,0.003450215845200111,-0.004390791741177624,-0.008456363196663208,0.00607367220218169,0.0019349272348994084,0.0003268570383689884,0.008083086460054068,0.005358676610586199,-0.002525751865281478,0.011525494228963984,0.014518772995786966,-0.02215901668768261,0.0001559856457686859,0.009746638134942254,0.011275294225564503,-0.0030955161615040527,0.003495387707064701,0.007460716721916061,0.04865113913789898,0.004476576866821125,-0.007752149821462773,0.0159047438794504,-0.014786624862667463,0.010835077749312916,0.005252335862574453,0.013510852899151438,0.005214613618428787,-0.00820679391537349
2019-01-24,-0.007926419004294138,-0.0008444247360359647,0.009091336230296898,-0.0009480360633794538,0.005532520265741692,0.0019343309408834664,-0.008316670862807185,0.019032304930995947,0.0066182105287602155,-0.010007017275033614,-0.0068637602430025035,0.005727561220786548,-0.000378089149819294,0.0005844479370549216,-0.012016016388863071,-0.03198915966858318,0.010602930805724942,0.0011962953218804806,-0.00477966293212051,0.005017142592488755,-0.000745603103726844,0.05727135681187323,-0.011108079984318064,-0.005693877513814449,-0.0052250264635416155,-0.001001442598894009,-0.02544030361910976,0.005772480283814829,0.007986098166497868,0.006316016298802296,-0.011945843160478309,-0.0027931459015700932,0.001402421062732584
2019-01-25,0.03313736582939275,0.010624966142773973,0.009450615167288179,0.016551892931651935,0.017193981028663874,0.03410560621153613,0.012198597552107726,-0.0025548773291443894,-0.009804155239619194,0.012413562165562775,0.012967354623100391,0.04328003282331805,0.016153131236493312,0.00632658474051806,-0.006709827369754451,-0.00017398695465264957,0.021806149082024495,0.01755645931090899,0.009133879537475353,-0.03372528630649774,0.002113367152416501,0.014634562217594071,-0.001369785462012496,-0.0074230494624271115,0.019774308433207155,0.047924455072124506,0.036298814129020585,0.03305766278222566,-0.009591210595148891,0.010497604287511786,-0.011739752422735727,0.0030010704381393527,0.004481741062667632
