Date,AAPL,NVDA,MSFT,LLY,DVA,COR,JPM,BAC,WFC,AMZN,NKE,SBUX,GOOGL,META,VZ,BA,MMM,GE,PG,KO,PEP,XOM,CVX,SLB,NEE,DUK,SO,AMT,SPG,PLD,BHP,RIO,ECL
2023-02-06,-0.006274856651732981,-0.015425178088474443,-0.006193968284550131,-0.0003083287512600267,-0.004160595280921284,-0.00226581517533307,-0.003646794595955757,-0.0044665663261986245,-0.004801996731979317,-0.008823895593895795,-0.007528791579253737,-0.006807927616098141,-0.007345695509828036,-0.011115452264572046,0.0001282873318417812,-0.012992739114460852,-0.004387144129613095,-0.007982538709951387,0.0009094359095774484,-9.976620962143636e-05,-0.00022597443761710313,-0.003278389578273178,-0.003731817388840316,-0.007147559318719764,-0.003066876368981213,0.0001073752034126142,7.263833311181765e-05,-0.0028545790835385137,-0.012708803542561946,-0.004898951530657131,-0.005479695118567997,-0.0037270720338409107,-0.006118296891456619
2023-02-07,0.018065230527597318,0.021538543817812627,0.017816383773794083,0.011638594774186974,0.008370281092392228,0.010467872114330987,0.014097002790068217,0.01507165068242002,0.014230437087938906,0.01406383463107788,0.013238031535745787,0.013588259497105973,0.015257981393889546,0.01569065020953867,0.007200049579451592,0.013268225284946313,0.008897342393226164,0.011527304910519747,0.01124775854115572,0.010808691744961439,0.012316628551310096,0.010325779391450487,0.012558802584850252,0.011268079551297982,0.012184037693038325,0.01100054957559711,0.012269176555041774,0.01342628264495033,0.008949566364877837,0.014435479016941442,0.0124360924662689,0.011919627088564927,0.013669362974803806
2023-02-08,-0.013355356261379965,-0.025324284758840774,-0.013506328354388608,-0.0041925984903661475,-0.0064707710853670235,-0.0048719667400331755,-0.006122734911836812,-0.007029459501343888,-0.006997908630591275,-0.015884985923375772,-0.012343865625822608,-0.011483862825519737,-0.013642285633339156,-0.018595955640337232,-0.00179162267679889,-0.016094740465806452,-0.006761406744478483,-0.009904859840263186,-0.002649085514620533,-0.0029229741939924363,-0.004150142092269892,-0.004119699907605476,-0.005433736259093104,-0.007234278394932087,-0.007430940703778315,-0.002776967597629199,-0.0032578328463920823,-0.007828944501215239,-0.01338636769660482,-0.009960193152567997,-0.00842297296458319,-0.006530892432013855,-0.010529732087614077
2023-02-09,-0.008797916680717846,-0.01698165396761147,-0.00866066031359847,-0.0023750933334392584,-0.006027222699838147,-0.004862709585618638,-0.008142321903824593,-0.009372186907007715,-0.009665033470361548,-0.009918397908644336,-0.009808403500416885,-0.009373832852047303,-0.009428589232408349,-0.012595502549917956,-0.0019250607610582094,-0.016800906991399092,-0.006931585032685015,-0.011578460029595485,-0.001591439404778338,-0.002923045158942608,-0.002922612678049117,-0.007087874539118812,-0.00797532490404803,-0.011854463880613448,-0.005252379610234002,-0.0028244346941955667,-0.0030285478402329725,-0.005295195788144285,-0.015971781671668066,-0.007505051501245017,-0.008745429484071922,-0.006824162269299058,-0.009185153618464146
2023-02-10,-0.0007479561647158162,-0.011229846368650306,-0.0017300844787233151,0.003656362690920852,0.004094906252941545,0.00742647709000643,0.015660817310489874,0.017124940797026054,0.017322812826576387,-0.00847216074897097,0.001010202423429142,0.0026776569359015364,-0.0021825537632794083,-0.007903519242083216,0.0059530622949352996,0.008909299526902514,0.006217304667758756,0.011591636245543895,0.005852130622486457,0.008276275833115153,0.005898870191288714,0.015556477564591588,0.01594155918721723,0.020008026297817557,0.002355099670268871,0.008614738681694508,0.008786663434356082,0.002356273673691526,0.011009759323152507,0.002825360995973441,0.009069698077569341,0.00903309617002684,0.005112747491918178
2023-02-13,0.01658887520159404,0.026895904041557454,0.016245913404684873,0.008092090456440956,0.006580943598515435,0.006313521302874436,0.006210581125289297,0.006618613441199372,0.00590038466710382,0.016450117922245624,0.012267620271540644,0.011641489367337075,0.014857441837521908,0.0183072865398611,0.002715322654997552,0.010817108581375185,0.0052720755064933865,0.007520375227480093,0.005838459440943492,0.005045322880282707,0.007030405566797099,0.003735721046014459,0.00527460385620409,0.004344745330838624,0.009407041100494997,0.004856710090362388,0.005901497131513583,0.009948468335027055,0.007598690431162369,0.011694043755690806,0.008210702405458343,0.007331949838405346,0.010043028111696004
2023-02-14,0.004315618635362308,0.009531277187682837,0.0041977341446079106,0.0016176648968334569,-0.00026916513668956703,-0.0010400178330506515,-0.004732140301944868,-0.005426050731173902,-0.005925608004898337,0.0057466350376911245,0.0015492862757255977,0.000907083103272656,0.003580433934751506,0.005541188746639196,-0.001677165916082137,-0.00371528236053488,-0.002346301319289465,-0.003797857436108546,-0.00017278639781082895,-0.0015388547276164166,-0.0001103389171920302,-0.005021859587537769,-0.004921828933746201,-0.007380169505902397,0.0013370547066762898,-0.001778071489411838,-0.0014022139269062874,0.0013112687135386724,-0.004721053126926243,0.0014989066299284167,-0.0019979324311515173,-0.001701387547546167,-0.0007416463889024208
2023-02-15,0.006488619770634698,0.019241178591558036,0.005729965943457705,0.00015368427642075137,0.002353729566877279,-0.00033884570297139664,-0.003249160889475821,-0.0033734520065163897,-0.0034977270031619095,0.009621178403389554,0.005598998422062705,0.004315908922577308,0.0066946542392259485,0.011252522663547121,-0.0034973033574629744,0.005483060213741721,-0.0005835789442840636,0.0022186169851893204,-0.0033063310212361734,-0.003358558060987021,-0.0024270073571676424,-0.0025149073766047403,-0.0026549079968483202,-0.0009480298890390704,0.00159513015887536,-0.003958028111849305,-0.003670876168707778,0.0007320307957161055,0.006383382926288983,0.0031109217732195175,0.001240328456744908,0.00015305764026809127,0.0016234108323898732
2023-02-16,-0.01897654962941287,-0.029633656559901196,-0.01977696463965914,-0.008714655496123994,-0.006887659848015562,-0.006587028322134024,-0.0067547248712153405,-0.007307855189097671,-0.0066677773924951785,-0.020809805969986845,-0.014470012486801298,-0.013778321048107833,-0.017965713586427276,-0.022761366364374896,-0.004434610798255749,-0.012895981079046132,-0.007599295657102049,-0.007424687638148932,-0.007726120135441881,-0.006339515306353932,-0.009074722681328381,-0.002556224551861577,-0.004827061289392357,-0.0022665785418083577,-0.011393682163759553,-0.006449937736965933,-0.007418964759491791,-0.012887032102697172,-0.006579773736843372,-0.013743743047222822,-0.008796628159108193,-0.007634998351453362,-0.013049235708058857
2023-02-17,-0.004441979494847165,-0.0008393219087669511,-0.0052702515727117765,-0.003997691306490182,-0.001558748162012416,-0.00324135479185593,-0.00514044191662143,-0.005443921404809034,-0.005203787030605528,-0.003095021900759783,-0.0028364197418324875,-0.003372535190595547,-0.003755169898113404,-0.0028652579472359203,-0.004307201033483156,-0.0019453463831296599,-0.0037091476770962813,-0.0017607666520670256,-0.005770515533894315,-0.005129256084852068,-0.005787217999558651,-0.0027576676073317002,-0.0038774599964504896,-0.0014820688503934174,-0.004165075634517379,-0.005566655654230874,-0.0058419705873472404,-0.005403154375878617,0.0014972235923164916,-0.004219506251176839,-0.0031210653080200193,-0.0033584599930899573,-0.0047652877766300745
